Mixture	Astrocyte	Microglia	MO	Pericyte	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opc12.53	0	0.692466332803977	2.57582246641894	49.7061114119852	72.8553835592096	4.87068764881655	0.0629999999999999	0.184902901067905	0.989299903088768	130.700471419234
opc12.54	6.87371055188828	0.201924758337066	4.58518888840026	21.941373763771	47.7792668276328	7.78424696621831	0.044	0.221692490367041	0.977763117928641	89.1657117562478
opc12.55	0	0.211777724814217	1.17178932789232	5.13540291501188	65.0235717897685	17.0634730308113	0.024	0.284471427761104	0.984637245565559	88.6060147882982
opc12.56	0	0	7.47501791686383	3.94707467167085	1.79786161811735	58.8407396462619	0.034	0.242088847039127	0.968488361912011	72.0606938529139
opc12.57	0	0	3.47868210954735	15.1070440096265	64.7611164398136	2.54550431870497	0.0600000000000001	0.190835421482538	0.983529420230289	85.8923468776924
opc12.58	0	0	2.3859154648441	86.1049680532773	22.0051156907664	0.665439109606982	0.076	0.178781380453497	0.989213687125305	111.161438318495
opc12.59	1.15445706546467	0	4.38766111480668	48.8086550465031	62.8576029554498	35.8490812667481	0.0580000000000001	0.19683988422617	0.986175960398928	153.057457448972
opc12.60	0	0	25.8187515545802	29.8149296180342	0.388633556033052	33.2269313988971	0.23	0.0779194356330278	1.17768414761361	89.2492461275445
opc12.61	0	0.982009804914737	10.370122614636	45.7876210641169	32.6540149475028	7.99806396802748	0.026	0.28020262405938	0.958226437081854	97.7918323991979
opc12.62	0	0.544312022405354	26.1321840349558	2.95826270873505	40.02882175931	17.3833327257484	0.0570000000000001	0.199567367722177	1.11423855052112	87.0469132511545
opc12.63	0	0	0.601459430126825	1.71797620647795	5.45294248014935	87.0005252976319	0.627	0.00309900969417479	0.999538019430038	94.772903414386
opc12.64	0	0.217990955635506	23.0037487358066	42.2018478966768	38.9340295864376	7.39249786781247	0.314	0.0526505797365516	1.09308546704065	111.750115042369
opc12.65	0	0.870761026216106	3.29542369274189	30.7502846672822	74.1443936975502	7.91884793110913	0.158	0.107809741226119	0.993013774657525	116.979711014899
opc12.66	0	0	2.05371592063836	15.018930140435	86.0947693771507	19.9425908903459	0.034	0.243715577337615	0.9860685293197	123.11000632857
opc12.67	0	0	1.70212637587595	14.850292263575	73.2805356080001	10.1426382086617	0.038	0.232882921814868	0.986481750893893	99.9755924561127
opc12.68	4.55873823605708	1.24089845481171	105.445704797623	54.9297720555484	4.85618202912708	2.92735405269065	0.136	0.119978836595793	1.68185608644728	173.958649625858
opc12.69	0	7.77987323168161	0.767063896190456	92.5044431672365	1.7583785112679	3.76952862231753	0.166	0.102561837854828	0.995042220783924	106.579287428694
opc12.70	2.22543541275172	0	1.46401163409122	38.8122475825804	50.3423146912886	16.3180545005928	0.092	0.158726964509216	0.992384639775222	109.162063821305
opc12.71	11.9097291212384	0.149405972236816	10.9269945403337	19.8570202382853	53.5785516673983	4.91918613651502	0.156	0.1086565365726	1.00419485948707	101.340887676008
opc12.72	0	0	3.54247632085529	9.30546869550462	70.1712703976085	24.1011988242411	0.087	0.164947983692908	0.987465693891815	107.12041423821
opc12.73	0	0	26.3793206836456	9.5531410929021	6.0459242492431	82.6664242441525	0.109	0.138267154356962	1.0602153129892	124.644810269943
opc12.74	0	0	9.19673728977225	35.9859214267439	27.362601317007	53.1846934708303	0.076	0.178482219955192	0.982085867551352	125.729953504354
opc12.75	0	0	26.8103551962572	0.156537000571245	68.1866120172995	18.571875896486	0.099	0.145801240558255	1.07703560216098	113.725380110614
opc12.76	0	0	0.670675328444127	11.9795599658491	70.7861664161543	10.0172436659263	0.037	0.236509581548642	0.988672377429725	93.4536453763738
opc12.77	4.76257686530368	2.65400620367874	155.148166782769	15.0732837644968	6.15833435694916	19.073223208818	0.012	0.353576939004479	1.77959012625556	202.869591182015
opc12.78	0	1.33523121913638	1.45619153788964	26.1370629715588	63.4722225326663	5.6791659053417	0.225	0.0792304530510152	0.995703869263305	98.0798741665927
opc12.79	0	0.342694734758012	0.0011481651137008	80.2727420375544	29.8810054113663	5.03112304130553	0.027	0.27173116042527	0.990121202773197	115.528713390098
opc12.80	0	0	3.78299802953094	32.1863987150658	23.5450796273708	42.1236339666934	0.24	0.075300919116016	0.99570104839844	101.638110338661
opc12.81	3.18179133242671	0	52.945485548822	4.00389956055952	22.005314465394	64.7044940662376	0.128	0.124559343986136	1.24725567584103	146.84098497344
opc12.82	0	0	16.2375662176285	0.558747161282282	0	140.082607845726	0.121	0.129460033150694	0.99856795108026	156.878921224637
opc12.83	3.56032649551129	1.5053073013809	43.6003811958117	32.366741785789	9.71070021569723	10.2890128350209	0.013	0.33734887449679	1.18156016572351	101.032469829211
opc12.84	0	0.939581193040324	1.70480559933674	51.097377140309	58.5702855516443	0	0.114	0.133989063626142	0.993049466786601	112.31204948433
opc12.85	0	0	1.22257638608968	4.74483878885015	67.8173967160206	14.8388208208179	0.0620000000000001	0.186489011888778	0.989657238070445	88.6236327117784
opc12.86	0	0.798284912591562	1.42622793039559	13.9662490711843	97.0530806311848	10.281256449324	0.034	0.241267690490839	0.987238673589663	123.52509899468
opc12.87	0	0	7.19295278233523	4.87337055293895	1.68023558155205	63.6468814853856	0.096	0.149066036817031	0.990726751369576	77.3934404022118
opc12.88	2.11079835735803	0	5.38706502115958	7.22043942126531	15.3011349400841	47.7418485201428	0.084	0.169207478231099	0.983729821054815	77.7612862600099
opc12.89	0	0	31.8743235387918	8.34288941950902	1.33139773714942	74.2854592098807	0.316	0.0525660403750384	1.17572900515598	115.834069905331
opc12.90	0	0	33.1659517786968	257.010867503318	10.4193607501715	76.9302882881108	0.457	0.0270190245500622	1.01568083107285	377.526468320297
opc12.91	3.29101152807521	2.68858096592236	0.949600965729427	136.409427973956	2.20528680222567	0.534205480829953	0.441	0.0305034271309093	0.998215450807868	146.078113716738
opc12.92	0	0.332352383567389	5.57440098948778	38.3868544789553	78.2375362087094	3.99305994258483	0.194	0.0905514002862384	0.994431643358885	126.524204003305
opc12.93	34.9064268527478	19.0738361902315	73.9609087679832	31.8535969223869	24.2010182575727	10.8522530978923	0.66	-0.00209947090405667	1.36248362006071	194.848040088814
opc12.94	15.9570511480657	0	72.7624399328364	17.0549772949127	19.1088846530892	36.5035772509978	0.542	0.0151193200953547	1.47475817470153	161.386930279902
opc12.95	0	0.130535078794066	8.11047817102875	69.4232630190747	2.42497399649762	8.5989558492471	0.532	0.0165282665278999	1.0195706625475	88.6882061146423
opc12.96	1.66850448194802	0.271301377889521	7.5600397685934	6.30618626785586	60.10133432053	1.98744851239359	0.191	0.0932615920682914	1.0044181054201	77.8948147292104
