Mixture	Astrocyte	Microglia	MO	Pericyte	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
sample.14	1.59711026357769	0	23.6194645350749	10.2634260145806	10.3564574779912	59.769605818702	0.015	0.387830391615159	0.934111303961733	105.606064109926
sample.15	4.29265137821416	0	31.3058325587206	9.19019233751751	24.4706355799043	56.2202956349433	0.002	0.559129062265373	0.829154025025208	125.4796074893
sample.16	0	0.0137475716883108	3.78614437195495	89.5675270523312	0	3.37688829773411	0.147	0.135010700085852	0.989724707962483	96.7443072937086
sample.17	0	0	5.59721025326006	14.1190967226124	24.9176458840129	41.0522293805837	0.108	0.164302725694147	0.984561113447078	85.6861822404691
sample.18	0	0	14.8684297946201	0.642407539437815	0.0458765212775005	125.12828918947	0.03	0.306563975225055	0.950634544692117	140.685003044805
sample.19	0	0	64.6142384813316	4.62623439450508	0	121.864732100371	0.037	0.280861935668063	1.10440728348323	191.105204976208
sample.20	0	0	22.3498931728408	98.3748809569158	6.5129161625841	12.291695269476	0.046	0.254233068980689	0.974856218772051	139.529385561817
sample.21	9.62481770299522	6.8201859073931	28.6197363870515	56.759994021548	15.515068378717	0.603362380043942	0.024	0.345536686898714	0.968244694502063	117.943164777749
sample.22	0	11.4814563043119	4.42468153593161	53.6079659752349	22.9863355761142	32.7711243979188	0.162	0.125089472159966	0.990983350198465	125.271563789511
sample.23	0	0.483561174844247	2.39699684702031	85.7356203762422	1.64687785555702	15.4090697167934	0.088	0.189654492900777	0.988003133914016	105.672125970457
sample.24	4.54134175998263	0.689977033206089	1.17122015517896	16.0908864794884	63.5114177956746	7.48331102173012	0.156	0.127514139773961	0.993439743521996	93.4881542452608
sample.25	0	0	26.8962858467769	81.7829105309458	2.34816382956462	16.4857402375388	0.012	0.413728846340922	0.914169659678615	127.513100444826
sample.26	0	0	6.31382604388437	51.5209303428079	46.9342398121109	11.0782505472093	0.116	0.157596476545522	0.98598930395794	115.847246746012
sample.27	0	0	5.66355314812617	9.14649766348285	41.2827707162155	24.6558599225647	0.1	0.171957210688763	0.983253790926662	80.7486814503892
sample.28	0	0	2.93610601443541	12.9039989789915	36.7344187088907	24.9176114002876	0.12	0.152876996917685	0.987993000190721	77.4921351026053
sample.29	1.73468870880387	0	0.177221242181869	3.80124957513851	78.4365955869941	13.8362745619133	0.076	0.205258983139601	0.990265629850857	97.9860296750316
sample.30	0	0	0.379693724997055	14.6761168986804	38.6516085509826	38.1350847889726	0.086	0.192844656990835	0.992563716628339	91.8425039636327
sample.31	2.03302625427987	0	3.34646555708433	20.2271673179369	49.8233361640129	22.8350442172853	0.154	0.128419963534297	0.990804122217065	98.2650395105993
sample.32	0	0	20.6895300868556	20.5602175676668	56.6543045186827	62.5044304308426	0.029	0.319681539190142	0.945540232963298	160.408482604048
sample.33	0	0	4.3996079561908	6.86302338441972	71.6739796813304	24.228469440392	0.122	0.149364336060271	0.987913021032248	107.165080462333
sample.34	0	0	1.12575037135887	4.94884857317434	55.8797513218881	36.2313306738669	0.154	0.128320251285548	0.993482342185759	98.1856809402882
sample.35	0.0559651298723704	0	22.8257477619642	15.4159660204924	37.09799610579	27.1779087512518	0.003	0.513373973092296	0.856949610514836	102.573583769371
sample.36	0	0	10.0433857342972	159.132729767549	0.588960778551463	6.49096569458354	0.096	0.179630472500141	0.982654967238448	176.256041974982
sample.37	0	0	52.8264382097116	8.16135901275638	13.0089623649668	76.5626338747745	0.038	0.275460805177139	1.12365766805767	150.559393462209
sample.38	11.9368993927091	0.0734585475457841	2.41636043928009	44.3478442390202	5.93139751688653	0.558260147851646	0.166	0.120361991167113	0.991435303762072	65.2642202832934
sample.39	0	1.30182884408615	0.0275747732717161	130.443880789619	2.81190749347439	8.27412289315628	0.121	0.151166004765407	0.99331612131127	142.859314793607
sample.40	28.0745099165505	17.4132770860545	40.1822666022921	62.6241212937708	0.976473455679858	30.3608271564663	0.084	0.198025235416341	1.03838923456755	179.631475510814
sample.41	0	0.279857167669257	4.77371123133085	3.0698719294921	60.6508897674999	34.3796650070557	0.1	0.172476597889454	0.984621327204269	103.153995103048
sample.42	4.04793411645759	0.921468892023559	3.52821322027247	49.6978754264564	36.3571363639551	0	0.118	0.15516370693907	0.98806731394535	94.5526280191652
sample.43	0	0	11.5927567013739	70.7308377458679	2.27623651189132	51.6584730027449	0.053	0.243365059205036	0.968558590364443	136.258303961878
sample.44	2.47808487622347	0	0.941413884750107	5.35981910805782	36.4368967613922	52.0935316733867	0.153	0.129290401241082	0.993777446332525	97.3097463038104
sample.45	0	0	0.870027114586865	20.8120763802805	55.2670886366684	20.9474049792382	0.076	0.204891334598727	0.990985759681344	97.8965971107739
sample.46	0	0.386475813264488	0.619963390272852	35.5808298430788	56.1237014759279	26.0635342512677	0.018	0.378210258601858	0.986454046300844	118.774504773812
sample.47	0	0.809791208436559	3.5924584656892	30.8426959526907	45.9207475266485	5.50220183633721	0.128	0.146829971906482	0.988319928678093	86.6678949898021
sample.48	7.46454097092704	0.679201024640651	80.3180555202342	5.49811915810303	4.03923117642307	7.27812128544989	0.03	0.305250139485928	1.82530009075408	105.277269135778
sample.49	0	0.281016261931076	0	27.5773884403941	38.4990015894674	17.5276107565284	0.023	0.357209802724934	0.988286399378129	83.885017048321
sample.50	5.51266235526604	6.48559833376433	17.6426198639642	94.9549332963863	3.13804281592021	0.0320858548928241	0.092	0.184224576331464	0.992740241375733	127.765942520194
sample.51	0	0	106.544282853012	20.8144846033606	0	64.1457784407722	0	0.641026309972204	1.05270519466119	191.504545897145
sample.52	0	0.183191178872366	3.42070217918323	94.8944310182465	0.926624337681861	0.518663228813675	0.136	0.1444526965151	0.989271441352714	99.9436119427976
sample.53	0	1.27731043507901	47.0837096707756	69.8604582245673	0	33.8748756795413	0.001	0.585111453568018	0.827636262714742	152.096354009963
sample.54	0	0	0.391428005086586	10.4088973600639	53.3317264355508	47.8757314185904	0.027	0.328834278413389	0.987417123321052	112.007783219292
sample.55	0	0.218157110224726	2.16345802200654	62.8591716578889	8.37374832699589	2.17350905248659	0.192	0.110294375519222	0.992847173659634	75.7880441696027
sample.56	0	0	5.71749105956918	4.43647332022837	9.00148909666752	127.150562568483	0.165	0.121734653977827	0.99085208969798	146.306016044948
