Mixture	Astrocyte	Endothelial	Microglia	MO	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opcBulk_12dpi_CKO_21724_tdTpositive	13.4086232565198	7.332638231356	0	4.42084772431825	8.25097400948819	25.4642082184339	0.011	0.431924737669013	0.932143066523407	58.8772914401162
opcBulk_12dpi_CKO_21725_tdTpositive	13.5240611101983	3.18810487227151	0	2.01267976076804	12.138483281585	21.2469399456272	0.043	0.236444348293748	0.97933065773445	52.1102689704501
opcBulk_12dpi_CKO_22017_tdTpositive	13.9035753712452	6.98397653981081	0	3.15303195316308	13.9809854707453	22.1239809585935	0.014	0.406363243458562	0.95147012676749	60.1455502935579
opcBulk_12dpi_CKO_22208_tdTpositive	14.8616616414294	6.83255195364494	0	2.39627347402632	12.6728689783937	22.1115031056815	0.024	0.320998617538226	0.969091656193839	58.8748591531759
opcBulk_12dpi_CKO_22210_tdTpositive	12.4980933543542	6.22573375884388	0	3.06558003196148	8.01857850067218	24.9903485774734	0.022	0.340559863983816	0.958803690185838	54.7983342233051
opcBulk_12dpi_CKO_22363_tdTpositive	14.1195527841644	4.45657355709784	0	3.80029973962479	6.71061842201509	26.097549224871	0.021	0.357937284708455	0.949937276068429	55.1845937277731
opcBulk_12dpi_CKO_22364_tdTpositive	16.1471435627609	9.2575428373861	0	3.19177112234192	8.68018771617563	23.7581115417729	0.015	0.404627497221778	0.951274349281826	61.0347567804375
opcBulk_12dpi_WT_22056_tdTpositive	16.7092593005702	4.69921794488579	0	7.56189928342674	6.68855944134229	24.3017750722363	0.001	0.688874418032702	0.815732316502323	59.9607110424613
opcBulk_12dpi_WT_22178_tdTpositive	14.9826831594763	5.93775963990136	0	6.06221841121138	8.8676070763167	27.6046069639822	0.004	0.58850504341638	0.87959594143332	63.454875250888
opcBulk_12dpi_WT_22180_tdTpositive	14.6149155782698	7.79979560182422	0	3.23868110238016	11.0364576641047	17.7090309202468	0.017	0.385134460779774	0.949987014378022	54.3988808668257
opcBulk_12dpi_WT_22280_tdTpositive	9.81876862686049	4.42858609192817	0	3.32890734458792	12.66628988527	22.1713629322954	0.012	0.420044199463197	0.942101154298534	52.413914880942
opcBulk_12dpi_WT_22281_tdTpositive	15.5581426794468	6.36176211295863	0	3.95160082097366	10.8813580892032	20.0600849676782	0.00800000000000001	0.447568438004511	0.933086354418472	56.8129486702606
opcBulk_150dpi_Tumor_16713_tdTpositive	13.4106886006881	1.79648423577167	0	5.11249906676532	0	45.1949371396748	0.00800000000000001	0.450956727481042	0.926153988082303	65.5146090428998
opcBulk_150dpi_Tumor_16839_tdTpositive	15.5364488025451	0.335058638039111	0	0.131827959484828	0.567120323819035	27.4086667439916	0.004	0.586536209773037	0.982999009061477	43.9791224678797
