Mixture	Astrocyte	Endothelial	Microglia	MO	Pericyte	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opc12.44	4.53873128163375	19.4130975167447	0.940256266090435	7.31823705093426	71.3506887435583	29.7132899716366	11.2489275542219	0.173	0.100736115065954	0.99423843494683	144.52322838482
opc12.45	32.3358483248507	23.6073043402723	0	14.7962550980649	36.8827617655687	10.630908185184	17.7093831215973	0.139	0.116867439895516	1.00649907112884	135.962460835538
opc12.46	0	0	0	0	0.06717486830325	1.22051478996791	73.7684203512104	0.111	0.142356744153592	0.99144489678781	75.0561100094816
opc12.47	22.0840032374471	68.1471106586359	0	0.0787343103322222	16.6025526229301	2.8424261944158	9.18142702297633	0.184	0.0922206670947856	0.995995284655191	118.936254046737
opc12.48	21.5735306804908	9.41151814396023	2.88264249339258	32.7288040097782	83.8313663581431	7.75663215122534	24.3683183557715	0.078	0.182611743030037	1.02300554762408	182.552812192762
opc12.49	7.9134377669589	2.1304544076536	0	4.05058516162402	11.8560503888051	35.2408588325995	43.4591883632266	0.109	0.145677143600195	0.988482160650759	104.650574920868
opc12.50	2.17633462173879	0	0	1.79731692973381	9.49217898123163	7.42070637384678	79.5302283454616	0.073	0.186304955825738	0.987299193203232	100.416765252013
opc12.51	37.0472025415968	2.62531112720545	0	9.29367771010677	11.9033660467295	27.1904022830746	51.7003957408926	0.078	0.181192327965572	0.981878131835381	139.760355449606
opc12.52	36.445518949405	18.0762500532996	0.978067753055935	0.681136097946078	35.4554772678199	27.6947096169209	2.23656734892811	0.053	0.212853360503953	0.988395112057994	121.567727087375
opc12.53	32.8491718613464	17.1377727709985	0.846913909767811	1.92700040353297	26.8328227018177	46.2796398124979	5.68554993120984	0.08	0.176906805538442	0.989606805448746	131.558871391171
opc12.54	20.5198499607294	20.7414408540197	0	4.78113885175645	20.3829598371534	30.819018149025	2.56764307372857	0.054	0.207185438887073	0.979016673763707	99.8120507264125
opc12.55	0	0	0	0.0276853105059972	18.0722253242798	54.1372773779558	39.6336037469933	0.025	0.291027321532103	0.988313351748075	111.870791759735
opc12.56	0	0	0	3.6442668028518	1.193023090265	0.00516695477506484	78.7432334331582	0.018	0.324988364517014	0.962519200104904	83.5856902810501
opc12.57	0	0	0.398462815562349	4.0937089965499	26.8310253156159	63.3841542141044	8.30272664611426	0.101	0.155491899195104	0.987404311876517	103.010077987947
opc12.58	11.5287494240713	4.49811794789629	0	1.61373024565293	92.7427122070714	15.049772661536	3.17792968147072	0.027	0.272485740170921	0.98483210451751	128.611012167699
opc12.59	17.7271153014164	30.8427438589006	0.530141523756274	5.27571956700457	34.8123748529565	50.9804362314265	13.9893277568919	0.098	0.159235531313944	0.986959610585891	154.157859092353
opc12.60	9.34455341393116	1.11037474146933	0	4.81862688769887	5.50872774147853	1.21275796588961	86.919403519827	0.3	0.050504620501571	1.00070932543911	108.914444270295
opc12.61	1.98989031607054	10.0712376058891	0.537600376560033	6.89522637772558	54.1382865104989	33.2073767004998	10.3558907509749	0.046	0.231002967602867	0.973950003042182	117.195508638219
opc12.62	6.14180184595216	0	0	15.2796484231208	12.9425950481852	22.2730846988471	36.2857494029461	0.0659999999999999	0.193512986599792	1.00865997551122	92.9228794190513
opc12.63	0	3.98130935283398	0	1.17091881079423	3.67155046424721	7.89016007058682	97.2725678083473	0.711	-0.010149879332077	1.00160641934666	113.98650650681
opc12.64	24.3189890251493	58.75340108192	1.28688846216277	4.22955694725072	45.3412384996716	28.1775901261488	8.73154083549995	0.152	0.11127034848904	0.992222773645624	170.839204977803
opc12.65	31.9427192476963	35.0128104226411	0.402035565614642	1.42503840438023	15.0303289723152	21.1707956022069	6.42097616490575	0.126	0.128907246623734	0.990765025414396	111.40470437976
opc12.66	2.06451774186008	13.0276570878705	0	3.5018494902839	27.0046151076371	53.2912098150023	20.4410997627649	0.099	0.158096583964902	0.988267074816822	119.330949005419
opc12.67	23.6132023601701	15.8162938067524	0.567672809667251	1.95348516540721	19.8458798585868	41.9967803505586	8.15269811243273	0.08	0.176123478898041	0.988909894774988	111.946012463575
opc12.68	12.7995348229152	96.2990242023996	3.0187801803733	12.2718102879774	46.4003470840341	5.84742024600526	0	0.109	0.1441309270489	0.991759176941881	176.636916823705
opc12.69	8.00427845889173	11.3958157840927	15.3131685153368	0.157428647501905	61.9023823718336	2.65640179135057	14.1245092093911	0.15	0.112348847761401	0.994033195043946	113.553984778398
opc12.70	22.1525366401232	14.8692198196188	0.0276991998603552	0.692041519309917	58.1436121314308	26.6791375428466	24.1871425391552	0.075	0.185718918691793	0.990977822904564	146.751389392345
opc12.71	85.8855289797506	23.1769348801662	0.0789508887877738	2.8820965344717	18.6480482793547	14.4559617908483	1.04619751169596	0.227	0.0747904768258714	0.995811083075137	146.173718865075
opc12.72	2.5559453297209	6.34538907823226	0	3.52944425992612	23.2626967809144	60.622666812529	28.6335296213332	0.101	0.155449129966907	0.98895102434714	124.949671882656
opc12.73	6.13198892983404	25.947940437388	0	11.2572819234134	30.3427350062819	1.775100759076	59.925520430111	0.131	0.120274601528465	0.997091119723568	135.380567486104
opc12.74	4.80474391123894	5.74952678202647	0.072364615522324	5.70164154291887	68.6682951497615	34.1512954204899	37.2275722419724	0.126	0.128899023202194	0.990524990244564	156.37543966393
opc12.75	22.1638552085637	27.855802228055	0	11.3998339611935	17.7766505176447	44.7391012711933	21.7289791202097	0.193	0.0872159807127586	1.00247153677397	145.66422230686
opc12.76	12.6131915920524	16.4660944082679	0.82102280107159	0.546526256290019	21.3025356226615	47.0989836140691	5.70971317755894	0.042	0.244135259083491	0.986224630831163	104.558067471972
opc12.77	16.1332525555267	75.3496028710934	4.70890726717261	75.714052476996	49.2314483740072	10.5197001249293	15.3884618665808	0.043	0.24039232019614	1.12271026893592	247.045425536306
opc12.78	25.7212532265468	16.157993188297	0.643686885678073	0.881072896536676	15.8341322769223	51.0854222075661	7.70658655473798	0.246	0.0655316748319008	0.996590312061556	118.030147236285
opc12.79	13.948311901157	0	0.522543026594481	0.00998206884167472	111.919901565601	32.6009628200921	2.50497244955121	0.024	0.297220122462291	0.987302106145697	161.506673831837
opc12.80	11.9059946043057	5.18265672323736	0	1.09721809788536	38.4412572198541	18.7418730640958	36.3289820295393	0.123	0.132653716366474	0.99357596584819	111.697981738918
opc12.81	0	48.3123173901425	0	16.1962942225189	27.5912398085991	9.2304378532805	52.4151912414195	0.131	0.121027112711001	1.00551309223793	153.74548051596
opc12.82	12.8316768493617	23.6973950794873	0	7.21799529562629	12.2141441985056	0.589180176530217	80.6080183073944	0.174	0.0987386375364544	0.995120886238248	137.158409906906
opc12.83	17.9297382516934	12.3797569442684	0	52.4829722995436	35.4319028723384	9.23624725086997	0	0.028	0.267142113201993	1.25924521355771	127.460617618714
opc12.84	6.45504013847315	4.47572725174692	1.51297511871432	1.5866789198883	50.6544776231984	55.5800138616697	11.232501387243	0.07	0.188180090763899	0.990668417910269	131.497414300934
opc12.85	7.93545608279758	15.5043276901042	0	0.87235440492912	34.9362181637859	55.253081483692	21.0931763646659	0.092	0.163852206158922	0.99162147234841	135.594614189975
opc12.86	22.0299527917531	4.54800785716426	0	0.502846239464636	39.2427162181124	55.3326176899482	11.4953896574529	0.031	0.258830653010268	0.989909795174667	133.151530453896
opc12.87	0	0	0	1.8224006417211	23.0339933094499	1.89082209137568	91.8949772773612	0.026	0.284871237970357	0.980846217430538	118.642193319908
opc12.88	13.0589816979826	3.82040260895731	0	5.74934488923275	11.3493837664621	19.4053234429756	57.435423681889	0.13	0.122591310593066	0.991178328326334	110.818860087499
opc12.89	6.26067289581007	20.739132707267	0	8.81972256688711	25.1365173039428	2.13883273942892	65.2780134858947	0.268	0.0599035089630776	1.00540085529924	128.372891699231
opc12.90	52.944974741856	10.7384984842944	0	19.4556325398617	30.0807084407141	1.77516220883429	44.4068113444238	0.376	0.0353232643852499	1.03839877341525	159.401787759984
opc12.91	6.08485881877438	133.742837065293	0.590363874821413	0.341171888911836	48.2189352139019	0.325780515693876	0.438253993892799	0.051	0.218812193193462	0.974554518035108	189.742201371289
opc12.92	6.99193820979053	0.380414013151483	0	5.03291146116616	33.2592717985775	63.7912439887475	0	0.173	0.100885901356423	0.99376802110986	109.455779471433
opc12.93	45.8580764021869	78.4678662577813	1.4801183211056	1.54574615522524	25.3590235698556	2.37666849014973	3.13972332101255	0.092	0.163288824590989	0.985357827664238	158.227222517317
opc12.94	14.0274060218591	0	0	41.63666551831	54.7410930418566	12.4680486643475	30.019073377043	0.481	0.01975030836607	1.21625702103883	152.892286623416
opc12.95	3.97289372591635	0	0.962493420107386	5.90741526040808	62.5414911013784	2.63546289124546	8.65647173982166	0.295	0.0514366250703062	1.00633429434277	84.6762281388773
opc12.96	38.7260730977144	32.9507145100694	1.06603558526993	1.63152367286482	19.4898046814106	17.5119849510981	14.42746920743	0.204	0.084303493846514	0.994971134678398	125.803605705857
