Mixture	Astrocyte	Microglia	MO	Neuron	OPC	PeriEndo	P-value	Correlation	RMSE	Absolute score (sig.score)
opcBulk_12dpi_CKO_21724_tdTpositive	32.651610822904	0	5.51008965426365	6.81289411508196	37.9637346780959	0	0.022	0.30640798457589	0.960263200654969	82.9383292703455
opcBulk_12dpi_CKO_21725_tdTpositive	32.9627199213246	0	2.8453024198986	8.92381398275385	24.6188429937055	0	0.073	0.190945440887924	0.983689475847204	69.3506793176825
opcBulk_12dpi_CKO_22017_tdTpositive	23.9436204572847	0	4.00115778151966	16.8550645338279	38.0679899676471	0	0.034	0.283848482098044	0.970484177639541	82.8678327402793
opcBulk_12dpi_CKO_22208_tdTpositive	21.8162254343726	0	3.50962423756671	12.1021512359253	38.0154748708634	0	0.043	0.2465689029979	0.97567803931625	75.443475778728
opcBulk_12dpi_CKO_22210_tdTpositive	28.4402139506331	0	3.77637348438255	9.25954942352597	34.0711331282467	0.18078377428265	0.038	0.261151598630526	0.972848991025398	75.7280537610709
opcBulk_12dpi_CKO_22363_tdTpositive	25.1124248203013	0	3.50718266653598	16.007144973311	28.0725753510947	0.709332021350236	0.034	0.285338514190302	0.970663789946183	73.4086598325933
opcBulk_12dpi_CKO_22364_tdTpositive	25.732657258898	0	3.76246403514565	11.6247823623631	35.2033836717719	0	0.021	0.324567106736424	0.964808463495369	76.3232873281786
opcBulk_12dpi_WT_22056_tdTpositive	29.0836075595972	0	10.0327150290242	4.91089428262798	41.9545494794332	0	0.004	0.450157781334092	0.905448377631529	85.9817663506825
opcBulk_12dpi_WT_22178_tdTpositive	23.7030574971193	0	7.47700991045927	10.2414435902891	43.3395046411028	0	0.00600000000000001	0.430887809802314	0.924814678373917	84.7610156389704
opcBulk_12dpi_WT_22180_tdTpositive	30.9261246409397	0	3.71488820937424	8.63285059039909	33.5239481828835	1.47205161123963	0.041	0.255900132687853	0.974366461606471	78.2698632348361
opcBulk_12dpi_WT_22280_tdTpositive	24.3761276388431	0	3.59780057399989	12.986196521599	36.3048644873342	0	0.035	0.277090149250003	0.971993008505136	77.2649892217761
opcBulk_12dpi_WT_22281_tdTpositive	32.0715951674576	0	5.06634447277052	14.0869621497795	31.3961375413628	1.14406293503777	0.034	0.285595531409983	0.965902950374912	83.7651022664082
opcBulk_150dpi_Tumor_16713_tdTpositive	6.16017971098685	0	3.97260690760304	0	100.208084614072	1.0632876905067	0.054	0.219656710481384	0.980995978163553	111.404158923169
opcBulk_150dpi_Tumor_16839_tdTpositive	20.5526711830571	0	0	0.531462174536155	56.0091891597377	1.20063707761647	0.00800000000000001	0.39428237067677	0.986517442398262	78.2939595949474
opcBulk_150dpi_Tumor_16840_tdTpositive	14.4566686425728	0	0.849767509707619	0	52.0029310526761	1.45082862767123	0.004	0.457083779959808	0.977245309948951	68.7601958326278
opcBulk_150dpi_Tumor_16844_tdTpositive	24.8441466001613	0	1.03608464138281	0	73.1399784063234	0	0.00800000000000001	0.406301746297471	0.981114673261956	99.0202096478675
opcBulk_150dpi_Tumor_21256_tdTpositive	24.1188900285908	0	0.562704496990616	4.85400927378607	83.21203716134	0.790062413037987	0.00900000000000001	0.388642544694414	0.985038563604987	113.537703373745
opcBulk_150dpi_Tumor_21349_tdTpositive	6.41312582011009	0	0.253023597522671	0.226680707953641	42.837599078507	3.32251884212114	0.00600000000000001	0.433816167942327	0.982464460590232	53.0529480462145
opcBulk_150dpi_Tumor_21354_tdTpositive	28.3835662303347	0	2.14095951693794	0	48.7636850027981	5.09699892296928	0.034	0.286541695299244	0.980316715756446	84.3852096730401
opcBulk_150dpi_WT_21590_tdTpositive	25.5637447883064	0	2.85616356020192	6.3606840242586	38.4269334295348	0.812643678998806	0.049	0.22755193303979	0.980271829620835	74.0201694813005
opcBulk_150dpi_WT_21591_tdTpositive	29.1180913981851	0	2.46626400367732	3.15743962224812	45.1327261526121	0	0.159	0.124191596485517	0.991437101927807	79.8745211767227
opcBulk_150dpi_WT_21592_tdTpositive	13.1676442563997	0	1.25020107152983	15.8049395819231	45.5208094372363	0	0.085	0.177147759513979	0.990452500928939	75.7435943470889
opcBulk_150dpi_WT_21593_tdTpositive	24.243983498156	0	4.36306363145859	2.38808297711013	45.1293962098607	0	0.022	0.307043654319288	0.963324305488563	76.1245263165855
opcBulk_150dpi_WT_22062_tdTpositive	24.1598061025177	0	2.32813133701136	10.8471935853533	28.1685275451457	3.92672803499239	0.076	0.185978694303908	0.985850290121651	69.4303866050205
opcBulk_150dpi_WT_22064_tdTpositive	28.6679679850076	0	3.97801946451728	4.88301555532559	33.2305761378	1.66975557891161	0.037	0.265291664151291	0.970626772263966	72.4293347215621
opcBulk_90dpi_CKO_20642_tdTpositive	24.8885607930226	0	4.74201035861633	5.08219496615945	47.0893214731574	0	0.034	0.286583923830502	0.966243437771555	81.8020875909558
opcBulk_90dpi_CKO_20647_tdTpositive	29.9807270178644	0	4.36202474997744	0.84158031089754	39.6091424321755	0	0.035	0.277839671802433	0.967532979170956	74.7934745109148
opcBulk_90dpi_CKO_22146_tdTpositive	24.5712693632603	0	3.11972775713189	9.36590103636746	38.4789497619648	0	0.0649999999999999	0.201343997904664	0.982327504461357	75.5358479187245
opcBulk_90dpi_CKO_22149_tdTpositive	26.7100194082253	0	3.98348806216989	3.67158107096456	49.4002584850557	0	0.042	0.251722912245844	0.974537625496234	83.7653470264155
opcBulk_90dpi_CKO_22152_tdTpositive	23.0600922425471	0	1.80384415503781	12.5619664983517	32.0486658071473	0	0.048	0.23080921603277	0.984458298214246	69.4745687030839
opcBulk_90dpi_CKO_22154_tdTpositive	28.4398368667929	0	2.88806852039762	3.55183091725525	42.7009128251217	0	0.05	0.227142921854805	0.980654910029736	77.5806491295674
opcBulk_90dpi_CKO_22212_tdTpositive	25.9590860810009	0	1.80051100912274	8.35027268690194	40.7808510127243	0	0.052	0.225297848294259	0.985612405221534	76.8907207897498
opcBulk_90dpi_WT_22184_tdTpositive	23.9554192453378	0	3.25201070242674	7.90262437636524	32.9549217393557	3.1785375365702	0.042	0.250560319271424	0.975577761030496	71.2435136000556
opcBulk_90dpi_WT_22185_tdTpositive	24.8333059490535	0	3.79685848961762	5.89424886076558	38.1092428907874	0	0.038	0.260957969031184	0.971953385122227	72.6336561902241
opcBulk_90dpi_WT_22254_tdTpositive	24.0073369162783	0	2.73171937450552	7.60285572909583	34.5725806983612	0.674504485953214	0.052	0.226040726713024	0.980267556764393	69.5889972041941
opcBulk_90dpi_WT_22255_tdTpositive	27.8980365948218	0	3.04279729176093	3.5621532616737	38.59941057322	0	0.049	0.2274871127431	0.979330788616104	73.1023977214764
opc12.01	5.26711826361884	0	2.64921148547646	21.3830123730335	18.6188318342832	34.0586270069166	0.052	0.225136082264236	0.982925536163734	81.9768009633286
opc12.02	0.271961331928075	0.388884581252717	5.1374869644629	48.908572266307	2.89799684612377	15.3083825740757	0.043	0.249634045522355	0.969366845457802	72.9132845641502
opc12.03	6.56829340646899	0.861546172655194	3.82182557217935	51.6726819268608	3.90347747278883	38.2422125658089	0.039	0.260195054849568	0.978208980026299	105.070037116762
opc12.04	2.07136296719394	0.527969271502704	2.86347939901065	35.194210830346	6.17340318601281	23.1695804832983	0.153	0.127219820488177	0.990463726103931	70.0000061373644
opc12.05	9.2409673712695	0	6.13662798913116	25.0214447152287	48.7911904270597	9.02361487848132	0.126	0.142072251753794	0.988167384624258	98.2138453811704
opc12.06	6.86931671045582	0	1.72897930550276	37.1200598667896	16.1943415341285	36.5801599262463	0.108	0.154074818629502	0.991896981783065	98.492857343123
opc12.07	0.120560514312297	0.108905936399876	4.67705950984599	49.4540897875889	8.20956554277748	11.6973786026052	0.053	0.22343162274959	0.975113541653016	74.2675598935297
opc12.08	2.63434798516461	0.105093665395338	0.446480884609821	45.3387104445964	4.01452138774393	13.676141064683	0.021	0.319763288433956	0.985971596896503	66.2152954321931
opc12.09	3.27716422038208	1.76590518318833	22.7035325261022	15.5740422438342	2.14086489931466	49.1224114818369	0.0639999999999999	0.201994349019542	1.0497407778172	94.5839205546583
opc12.10	1.7387069780172	1.23023305840974	3.7604524111896	22.1161643852655	11.1190605244083	44.5955233229009	0.153	0.127484621521909	0.990272083871963	84.5601406801912
opc12.11	0.905082479982862	0.049396575237687	0.490989209811937	13.2127090217557	1.64885489254035	58.9149099722599	0.105	0.157587117194415	0.99298400683397	75.2219421515885
opc12.12	0	0	5.8974562079855	15.3825726298732	15.697126051444	37.7862942707034	0.127	0.141244207155202	0.989593192401613	74.7634491600061
opc12.13	0	0	5.53116402797961	45.1902886610196	20.6884044958845	10.9883345820076	0.0590000000000001	0.213316602313625	0.976208312703226	82.3981917668913
opc12.14	1.20695670611638	0.123631814851299	0.847798798196768	53.8530511660251	0.241886761740745	17.2725996120101	0.071	0.194147563870849	0.990074059604061	73.5459248589404
opc12.15	0	0	2.71773154727538	0.67360635111798	84.9474957866494	0	0.84	-0.0214973094388768	1.00450259414304	88.3388336850428
opc12.16	0.526060694510075	0	4.30049481747664	48.393600107346	40.3261650687957	0	0.124	0.143324615935698	0.988206446368081	93.5463206881285
opc12.17	12.2516373500013	0.172065916860548	0.725376889538219	4.87998955006099	0.232722452279373	63.939259971722	0.175	0.110698967426533	0.994799488768217	82.2010521304625
opc12.18	0	0.178866028754426	0.0506891266800473	32.6519199833732	3.53199079839871	54.6164027962962	0.123	0.146221684304363	0.994250278263515	91.0298687335025
opc12.19	10.3799780711005	0.186746443079836	4.31800500397329	29.6205421654108	0.311137556111849	30.3440997757798	0.097	0.165683805686121	0.984728018697717	75.1605090154562
