Mixture	Astrocyte	Endothelial	Microglia	MO	Pericyte	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opcBulk_90dpi_CKO_22154_tdTpositive	30.9256739767701	0.304400162739411	0	1.93425478509785	0.0576643437353719	4.24699644376821	35.2983001110886	0.033	0.267783570511891	0.979252124009618	72.7672898231995
opcBulk_90dpi_CKO_22212_tdTpositive	24.8156979188164	3.37953522475566	0	1.25064479381056	1.06998207044054	8.78682510484039	31.6112408377102	0.036	0.259164147431279	0.983865284423458	70.9139259503737
opcBulk_90dpi_WT_22184_tdTpositive	28.7505010272479	0.66200154792805	0	2.06769750521126	6.56010592921946	5.14312816441773	24.4574785093633	0.027	0.288915684545237	0.976256014002176	67.6409126833877
opcBulk_90dpi_WT_22185_tdTpositive	28.2031173095908	1.53327339772219	0	2.30439684172594	5.7780894717231	3.76797809077918	27.5821477667687	0.025	0.293920980506728	0.974220113579045	69.1690028783099
opcBulk_90dpi_WT_22254_tdTpositive	28.7480045793456	0.51490647448845	0	1.70470065920483	1.64285038702673	7.58735454460159	25.0260523530048	0.031	0.277934162597821	0.979156284454173	65.223868997672
opcBulk_90dpi_WT_22255_tdTpositive	29.8925382695347	0.443269839231003	0	2.16276591267805	3.88013232840865	2.67058896796609	29.4842714213306	0.036	0.256915801758903	0.97848271484759	68.5335667391491
opc12.01	8.19665623231258	27.4585394603596	0.0695232609699895	1.23613767984033	16.7939409928641	23.7830733712634	22.5159552685688	0.026	0.292875812646712	0.976621719212481	100.053826266179
opc12.02	2.90518403831352	7.2079562981166	0.0873962240763357	2.14896504411147	21.9087520383284	40.6491218691783	12.7675740825226	0.021	0.301157568267319	0.978030761041938	87.6749495946472
opc12.03	18.1638149377252	11.1184744856398	0.61694424444625	2.84655463463911	19.795926425011	55.4075943951012	5.76618446628872	0.045	0.246935549858178	0.982108420038107	113.715493588851
opc12.04	6.93228068893281	4.32246095779639	0	2.6204870837148	10.3864403218594	36.2982759034468	36.6381433424097	0.211	0.0888204623747166	0.994648637975154	97.1980882981599
opc12.05	26.3866056309042	13.3329848550753	0	3.39263571985902	10.5758218662042	24.5841904310814	43.6755877046321	0.177	0.10551503906274	0.993114285085579	121.947826207756
opc12.06	28.1655159602715	15.5073814556247	0	0.737771036001475	13.5869130055131	19.1936908930027	37.3923398675794	0.111	0.149431901340324	0.992082327757024	114.583612217993
opc12.07	25.780036380737	0	0.880071580363476	4.62904170558314	20.5585686171214	42.7592445555523	10.8575852011244	0.113	0.14680096874725	0.988117965500472	105.464548040482
opc12.08	4.09411232795988	25.3776969475506	0.405848689160873	0.24468459045414	19.8526883049287	33.3390980771006	8.8200530021945	0.081	0.175481898451086	0.987467375907417	92.1341819393494
opc12.09	1.0177062635585	61.558123960398	0.665309498520874	11.2640989637024	11.1564978407826	7.13663373793619	3.37687423967461	0.056	0.216884398408006	0.983284491991376	96.1752445045733
opc12.10	26.6237067700851	20.8572028735442	1.21667396979893	2.87042199460198	25.7287676931837	8.32219187373967	15.0064444613733	0.136	0.133009049960702	0.990168339325333	100.625409636327
opc12.11	8.48732081016837	30.292128227124	0.25050677659128	0.494677192050405	36.2632382879932	2.46115680023702	11.6265021965726	0.147	0.125030534139031	0.99094028773645	89.8755302907369
opc12.12	11.5263790655826	28.8218871080068	0	3.31409418286298	17.234127387221	16.9913652225041	20.3518036258548	0.156	0.116992632550496	0.991545406245661	98.2396565920323
opc12.13	1.63400327668962	5.07310170631097	0	7.25823179050356	13.0157205718124	20.502698653519	49.5207142432189	0.075	0.180875523357957	0.982144431013211	97.0044702420544
opc12.14	17.1886069540131	11.8945898100128	0	1.1613491545904	17.3474042694162	62.8091745265024	1.40149234055916	0.158	0.115146074824414	0.993843766628043	111.802617055094
opc12.15	5.72844874500067	0	0	1.53178021792415	15.7189366397073	0.953134997007765	79.8123812302019	0.475	0.0260534280981973	0.999225495456488	103.744681829842
opc12.16	15.2536858728356	0	0	3.39767785322036	23.8561685148625	38.5555370121169	40.9748502480624	0.122	0.140098294483885	0.990459804467668	122.037919501098
opc12.17	18.7923856870039	43.1616092032235	0.178154159630692	0.246279379628774	25.265415081593	6.3501765171633	0.788686771074012	0.0600000000000001	0.211693078467178	0.97953702925241	94.7827067993171
opc12.18	0	12.6991749010048	0	0	40.0193850506047	40.3151750187996	24.6208784417517	0.142	0.126245186812285	0.993781600917922	117.654613412161
opc12.19	28.0319719135011	17.900943340593	0.0533985478655149	3.22767035857021	14.1785054215652	22.2190804977719	9.58853377258731	0.152	0.118787981666939	0.991481465741632	95.2001038524542
opc12.20	20.8601903425827	5.14334488825142	1.2755046141607	50.9894229295273	93.9532979350739	2.98733146983576	25.3198865792397	0.017	0.32873748286925	1.00184182820056	200.528978758671
opc12.21	17.9410610999131	9.52508695402925	0	1.81272460368796	21.6801983762543	19.1431780887027	23.8462830085939	0.157	0.116078205647918	0.993033957988164	93.9485321311812
opc12.22	3.74856055582802	31.328281267414	0.841659423835726	6.79582369761715	30.48027836995	21.0231655802567	10.4591727525819	0.014	0.355657544646514	0.947362326704518	104.676941647483
opc12.23	0	0	0	0	14.8710261178214	0.990122592753375	67.6438933980939	0.223	0.0843159456610564	0.99557839754111	83.5050421086686
opc12.24	20.3322966795004	3.91530354923794	0	5.35437010699554	17.776583757292	53.2471036887793	25.3800496821674	0.229	0.0829961095824374	0.995678974190939	126.005707463973
opc12.25	8.45969150893322	9.20809627703674	0	0.667841840797492	54.8834056758224	1.34707099441655	23.9483769195002	0.036	0.259894146135523	0.985957591373136	98.5144832165065
opc12.26	16.3551190918085	7.21263075689913	0.478835146216684	0	19.4073841156905	27.6106336594776	6.28067224137458	0.047	0.23947386671131	0.989461175682491	77.345275011467
opc12.27	20.5119483553493	15.3182338589684	0.605827190380666	3.81615889859	11.5952626067482	44.2852645921723	1.28618343082931	0.072	0.186098166535744	0.983575975696164	97.4188789330381
opc12.28	0	0	0	6.63652312092479	123.768892822138	1.36510898410568	0.112265788262086	0.161	0.113920543656875	0.992381700060822	131.88279071543
opc12.29	0	5.36562810027079	0	0.505003122719489	17.2295946907109	54.8679957165248	27.623997638268	0.124	0.139645063399454	0.993585489904147	105.592219268494
opc12.30	0.62649353761777	10.321058499549	0	2.91277594087948	24.0476103908234	1.13597018407468	54.7340996199011	0.154	0.117742669699579	0.991643937579756	93.7780081728454
opc12.31	59.8571361565084	27.8771772203163	0.338298967575594	6.68937367103024	20.5312022747256	8.19562008046148	4.34491447582876	0.361	0.0475623222816268	1.00269609379378	127.833722846446
opc12.32	46.1262799711222	9.34969523451572	0.224704374657466	7.72461313575095	43.8078345481	1.72830530652389	3.62062304135222	0.183	0.102443021159925	0.99650549065476	112.582055612022
opc12.33	49.5233178478153	0	0	2.04501180285267	28.478829024945	48.9051184207237	4.899428570297	0.246	0.0761919007776316	0.996161387541355	133.851705666634
opc12.34	12.0404473885711	0	0	0.156621312157623	15.0407220246413	1.79265043284416	43.8465990831067	0.222	0.0847450775745169	0.995939008533626	72.8770402413208
opc12.35	19.1551963106164	0	0	5.32700352844603	13.0509988757239	33.8172252126079	40.9412759312147	0.28	0.0682423370421372	0.998171938865633	112.291699858609
opc12.36	19.2418563473289	0	1.00082340944624	32.0899951170191	56.4722619020618	4.97435270329314	10.888113816201	0.017	0.315154421026418	1.0135312475321	124.66740329535
opc12.37	0.531682821371092	0	0.554945868062968	0.71709811112147	105.156064876935	8.54117268529532	0	0.07	0.193363870591685	0.989710697474458	115.500964362786
opc12.38	13.0464400101393	1.23209664387073	0.677410123258633	0.429184063722627	74.7518976349671	7.98643551034885	2.5976378193454	0.02	0.304843981353141	0.985775367187917	100.721101805653
opc12.39	91.7459634730762	12.5639477107137	0	0.0374550644518666	5.6421081326051	0.165298871921688	1.09240495131736	0.043	0.250882500379572	0.985893780648752	111.247178204086
opc12.40	20.8834142722579	7.8267685245458	0.746264521891348	1.25073274900836	17.2738809803096	44.2333651631054	0	0.147	0.125358806375675	0.993278083143371	92.2144262111183
opc12.41	7.15097023125686	24.9389443525891	0	0.449330357691064	16.2235675093992	14.111048789037	14.3493544727863	0.178	0.105420662740385	0.993006626709775	77.2232157127595
opc12.42	13.0740753649485	2.39472965719732	0	14.8422393974198	14.206006564288	1.20261396911009	33.8363840463244	0.07	0.195614451446547	1.02318629285305	79.5560489992882
opc12.43	21.9164283585127	4.00020220734938	0.513062420423888	11.5218313061095	39.0510274957303	24.6336867683737	20.3026893775703	0.149	0.121809584569213	0.999141152589687	121.93892793407
opc12.44	3.64717890183823	15.5997425908358	0.755559781622989	5.88070059993372	57.3351252739644	23.8766469227511	9.0392774320201	0.185	0.100736115065951	0.994238434946832	116.134231502966
opc12.45	26.095187550456	19.051209918209	0	11.9406501400385	29.7645689076183	8.57919483469697	14.291558684911	0.156	0.116867439895516	1.00649907112883	109.72237003593
opc12.46	0	0	0	0	0	0.504348451454013	63.6775440890322	0.118	0.141310337847586	0.99146598207296	64.1818925404862
opc12.47	15.6923825708152	48.4237626690081	0	0.0559467821981799	11.7973903829865	2.01976239509404	6.52410995603978	0.203	0.0922206670947857	0.995995284655192	84.5133547561417
opc12.48	17.4563115543139	7.61536882178559	2.33250209294081	26.4826470945447	67.8324967222426	6.27631097799316	19.7177255579087	0.074	0.182611743030037	1.02300554762408	147.713362821729
opc12.49	6.85373959336177	1.84516264050932	0	3.50816632619763	10.2683921152352	30.5217121304134	37.6395150567894	0.113	0.145677143600195	0.988482160650759	90.6366878625067
opc12.50	1.90975471059459	0	0	1.57716301468759	8.32947899745746	6.51174172015437	69.7885457044557	0.072	0.186304955825737	0.987299193203231	88.1166841473497
opc12.51	31.1414431705371	2.20680568744855	0	7.81215628709422	10.0058296403388	22.8559326856517	43.458745206242	0.075	0.181192327965573	0.98187813183538	117.480912677312
opc12.52	29.6328311928552	14.6972928873065	0.795239509738065	0.55381269334704	28.8278560170318	22.5177930969423	1.81849030040074	0.0600000000000001	0.212853360503947	0.988395112057994	98.8433156976216
opc12.53	26.5558190762516	13.8544616892481	0.684659347148414	1.5578193049172	21.6921019495499	37.4132336413918	4.59629350656021	0.08	0.176906805538386	0.989606805448746	106.354388515067
opc12.54	17.2972004036453	17.4839903702485	0	4.03025933594822	17.1818089214803	25.9788806539759	2.16439383798156	0.0610000000000001	0.207185438887074	0.979016673763707	84.1365335232797
opc12.55	0	0	0	0.0228367300220568	14.9072025231149	44.6561141996712	32.6924962020889	0.027	0.291027321532103	0.988313351748075	92.278649654897
opc12.56	0	0	0	3.2073486157157	1.05164568428871	0	69.2933530354061	0.017	0.324974170206299	0.962517723541988	73.5523473354105
opc12.57	0	0	0.344261361291132	3.53685658181555	23.1812980757481	54.7622371800011	7.17333679801582	0.099	0.155491899195095	0.987404311876519	88.9979899968718
opc12.58	9.09192699415976	3.54735439977598	0	1.27263739041034	73.1397602298926	11.8687144012076	2.5062132581512	0.032	0.272485740170919	0.98483210451751	101.426606673597
opc12.59	14.650042974781	25.4890609842739	0.438119568447585	4.35996026794797	28.7696435081615	42.1312531093985	11.561060518988	0.093	0.159235531313937	0.986959610585891	127.399140931998
opc12.60	8.09565007882278	0.961972709143215	0	4.17461545942475	4.77248405558088	1.05067237429566	75.3025901598962	0.345	0.0505046205015688	1.00070932543911	94.3579848371635
opc12.61	1.68548201207081	8.53056557284888	0.455359653271617	5.84041237597548	45.8563506444766	28.1273975981127	8.77167321172062	0.049	0.231002967602868	0.973950003042182	99.2672410684767
opc12.62	4.98979848574016	0	0	12.4136806228232	10.5149828654145	18.095374466745	29.4797165336858	0.07	0.193512986599793	1.00865997551122	75.4935529744087
opc12.63	0	3.25641535691369	0	0.957724622544117	3.0030555919897	6.45356493178073	79.5617359882902	0.743	-0.0101498793322156	1.00160641934668	93.2324964915185
opc12.64	20.1908877225449	48.7801250017386	1.06844163727661	3.51159784437365	37.6446510503074	23.394498757354	7.2493786839619	0.169	0.111270348489038	0.992222773645624	141.839580697557
opc12.65	25.9833204281782	28.4806395237673	0.327029732311827	1.15917587342353	12.2261931052337	17.221062539666	5.22304566059998	0.139	0.128907246623734	0.990765025414395	90.6204668631805
opc12.66	1.68627069414741	10.6408174244531	0	2.86026419199502	22.0570112522791	43.5275529701826	16.6960190204212	0.095	0.1580965839649	0.988267074816822	97.4679355534784
opc12.67	19.4530577459926	13.0297988412328	0.467660920312677	1.60932257933642	16.3494574357402	34.5978398373958	6.71636590191187	0.08	0.176123478897968	0.988909894774988	92.2235032619222
opc12.68	9.92989073485234	74.7088703950894	2.34197240433849	9.52048156158551	35.9974313893606	4.53643393505482	0	0.114	0.1441309270489	0.991759176941881	137.035080420281
opc12.69	6.63496687327458	9.44630557393474	12.6935071469459	0.130496941910261	51.3125897011465	2.20196460908936	11.7081947094903	0.165	0.112348847761306	0.99403319504395	94.1280255557917
opc12.70	17.5697056996711	11.7931332406075	0.0219688967235519	0.548874651411461	46.1150869564417	21.1598609479256	19.1834002142777	0.073	0.185718918691795	0.990977822904564	116.392030607059
opc12.71	68.9489878130331	18.6064662997274	0.0633818517917741	2.3137499552238	14.9706716465967	11.6052604575315	0.839888399603976	0.254	0.0747904768258724	0.995811083075137	117.348406423508
opc12.72	2.14252258964511	5.31902591269328	0	2.95855860759648	19.4999684733712	50.8169840646289	24.0020720794237	0.099	0.155449129966905	0.98895102434714	104.739131727359
opc12.73	5.0511680964582	21.3743714161738	0	9.27307990197566	24.9945420281715	1.46222252271463	49.3630827491442	0.15	0.120274601528465	0.997091119723567	111.518466714638
opc12.74	4.03943926843521	4.83373613397192	0.0608383037647229	4.79347810590618	57.7307371732355	28.7116413149033	31.2979255420821	0.139	0.128899023202189	0.990524990244564	131.467795842299
opc12.75	18.684663654858	23.4831120565054	0	9.61033454160148	14.9861444548413	37.7161397061008	18.3180526403509	0.216	0.0872159807127569	1.00247153677398	122.798447054258
opc12.76	10.1970349967414	13.311883809531	0.663749390830429	0.44183482993618	17.2218664624488	38.0768008412897	4.61597246565336	0.046	0.244135259083492	0.986224630831164	84.5291427964308
opc12.77	12.0954311692997	56.4911465945549	3.53036460172295	56.764381957834	36.9098291322968	7.88683548743926	11.5370462755704	0.046	0.240392320196141	1.12271026893591	185.215035218718
opc12.78	20.8376491834982	13.0901317521958	0.521472316672848	0.713786679109862	12.8277611749912	41.3860124534482	6.24336402334244	0.286	0.0655316748319004	0.996590312061556	95.6201775832586
opc12.79	10.6990107351466	0	0.400815058541823	0.00765671591342632	85.8478242254275	25.0064705794909	1.9214315910774	0.023	0.297220122462294	0.987302106145695	123.883208905598
opc12.80	10.0654954711002	4.38149096398428	0	0.927603628434409	32.498780094349	15.8446433680028	30.7130329082937	0.137	0.132653716366474	0.99357596584819	94.4310464341643
opc12.81	0	40.2678069394131	0	13.4994403936298	22.9970073441035	7.69347258672413	43.6875090167488	0.15	0.121027112711001	1.00551309223793	128.145236280619
opc12.82	10.5431682658091	19.4710034173611	0	5.93067763761495	10.0357715534356	0.484100855481377	66.2317100535898	0.187	0.0987386375364546	0.995120886238248	112.696431783292
opc12.83	13.9814184012953	9.65360225087567	0	40.9256612875662	27.6294194515344	7.20232696425609	0	0.033	0.267142113201994	1.2592452135577	99.3924283555276
opc12.84	5.21496516135449	3.61589721967367	1.22231812116316	1.2818627168801	40.9232677729069	44.9025613688554	9.07463039001252	0.071	0.188180090763899	0.990668417910268	106.235502750846
opc12.85	6.50837814513695	12.7160967738272	0	0.715473979644509	28.6534405078266	45.3166074171207	17.2998711896237	0.088	0.163852206158926	0.99162147234841	111.20986801318
opc12.86	17.617613053242	3.63709551936064	0	0.402132067912665	31.3828629604533	44.2501469203969	9.19299867755788	0.036	0.258830653010267	0.989909795174667	106.482849198923
opc12.87	0	0	0	1.48012695745336	18.7078700778546	1.53569785102264	74.6357469421932	0.029	0.284871237970357	0.980846217430538	96.3594418285238
opc12.88	10.1388332875206	2.96611374755281	0	4.46372088517414	8.8115224131165	15.0660552123398	44.5921587897428	0.149	0.122591310593065	0.991178328326335	86.0384043354466
opc12.89	5.16010763835092	17.0933953708282	0	7.26930132637526	20.7177626271469	1.76284679611253	53.8027751346397	0.31	0.0599035089630828	1.00540085529923	105.806188893453
opc12.90	39.0880402626323	7.18553871930713	0	14.4670991545836	21.9298802291635	1.26967998496821	33.299927837007	0.418	0.035306584329486	1.03937382898642	117.240166187662
opc12.91	5.33821692810233	108.95721516551	0.590863696854405	0.285884504968773	39.2588689279827	0.375100500854157	0.40027579647095	0.055	0.218770787189795	0.974586707755029	155.206425520743
opc12.92	5.6657891388547	0.311786265844934	0	4.07988103420086	26.9693112383007	51.789027384554	0	0.185	0.10095293058168	0.993757093036782	88.8157950617552
opc12.93	36.146837643528	61.8509419579337	1.1666777336463	1.21840774176844	19.9888128699253	1.8733679383853	2.47483274558394	0.088	0.163288824590996	0.985357827664238	124.719878630771
opc12.94	12.1905998946488	0	0	36.184589616183	47.5730696059418	10.8354311907199	26.0882526800398	0.514	0.0197503083660777	1.21625702103942	132.871942987533
opc12.95	3.19037292162604	0	0.772915954096891	4.74386152346727	50.2230095866973	2.11636908109565	6.95145023758728	0.341	0.0514366250702895	1.00633429434275	67.9979793045704
opc12.96	25.5638357595356	21.7514089737253	0.703710870631391	1.07700058060814	12.8655999952244	11.5600026365638	9.52385366607861	0.223	0.0843034938465127	0.994971134678398	83.0454124823672
control.01	2.31644906884454	4.43193821428019	0	1.23498460086674	16.2752511219721	26.837945234872	53.4855308954732	0.151	0.119443096049684	0.993613358280956	104.582099136309
control.02	33.1398307027969	11.5301689414516	0	5.03219855593285	16.0521249733422	12.9250977837346	50.2756736063405	0.161	0.113880297641342	0.991986962286981	128.955094563599
control.03	0	7.83386852023413	0.706174385523055	2.03397997576553	28.2486675519588	46.4728907133665	22.3479026568514	0.2	0.0938530634175288	0.994607488317889	107.643483803699
control.04	1.17803889403528	53.012004786537	0	14.3609553988454	7.26958707832388	26.8154956639559	41.1848535013153	0.114	0.143962374000514	0.997313353632526	143.820935323013
control.05	20.1680913259173	1.94204037885227	0	5.03601686670097	25.1156407234983	29.9487169795187	27.7502675689024	0.095	0.157570574953924	0.986558987422715	109.96077384339
control.06	8.95511377314446	0.281281508815839	0.86610949642774	5.62317501675112	17.1149336088138	65.972808691459	4.00592042884492	0.087	0.16608263737869	0.984787863835131	102.819342524257
control.07	12.4931058361881	14.8325738539579	2.11702691155194	4.43602191463534	37.4206999263049	33.2094719607009	21.8681878794829	0.074	0.183179693313043	0.984808023714383	126.377088282822
control.08	2.98620919110387	8.26232012459484	0	3.58546517546535	5.19997712544496	18.3536361358356	58.970344195622	0.076	0.178809394405692	0.984558845362243	97.3579519480666
control.09	20.5218473877219	0	0.387986336742787	2.56717238363507	18.5367694952744	50.1906886583904	19.9005380952759	0.086	0.168497157420771	0.989378840736124	112.10500235704
control.10	16.2227915832903	9.4177730717559	0	1.27440422774496	4.42106906188704	39.5948176649695	34.6136160311324	0.15	0.121466962805158	0.993500598720246	105.54447164078
control.11	1.59704939737755	0	0	3.24775575112493	49.9602660910401	21.6354157334053	25.9471996055407	0.149	0.123141597172971	0.991490821729327	102.387686578489
control.12	11.2123065308708	0	0	7.76210253320952	37.4807312164528	13.9684931864659	27.8132776736447	0.0610000000000001	0.205909668780252	0.97697890130922	98.2369111406437
control.13	1.19099108973908	11.025393361819	0	3.45978090465177	21.7616770209646	26.7072447414609	33.5743911600333	0.074	0.183193135443267	0.984579954033519	97.7194782786686
control.14	15.6280317944904	0	2.99520012169087	3.3798543702263	66.1019137448765	7.09374209644477	12.6533692411291	0.138	0.130039948664168	0.990906641901974	107.852111368858
control.15	10.8299012506708	10.8151715607042	0.772211040745693	3.82677529850672	10.9034095283043	34.576502288987	20.3379249985469	0.081	0.175722768265748	0.984548082195551	92.0618959664658
control.16	12.7859847532632	0	0.638720535895874	0.615303595728744	35.9214552298281	22.843921349788	22.1142749020405	0.112	0.148015106550307	0.994045131029974	94.9196603665444
control.17	39.7815904239242	11.8585169255152	0	2.1259682781768	27.9293117956743	5.76204184531726	33.143406242172	0.386	0.0419187856072968	0.998007861206411	120.60083551078
control.18	0	12.1765347680145	0	1.04182536817817	14.4530777549154	32.2409836147134	50.3008663404028	0.206	0.091670507334643	0.995009041044373	110.213287846224
control.19	0	0	0	4.49541407427889	35.8832587333353	13.7706744094612	37.2213873410436	0.086	0.170052319712565	0.984485824729023	91.370734558119
control.20	0	11.6549885789052	0	15.0556875779212	29.8769881276139	14.9790625322115	68.4988308769745	0.079	0.17774781570844	0.988610104701093	140.065557693626
control.21	0	19.0271277749329	0.514467461895214	8.25376117337539	95.3038127221138	4.60252291386209	31.1914657944092	0.046	0.240810562291846	0.973418320589416	158.893157840589
control.22	8.86824852359889	0	0	4.86817528008313	54.5773413529749	10.921320423576	45.6021135845198	0.115	0.143204216224405	0.988773603497594	124.837199164753
control.23	28.3177672248387	6.80775223604757	0	4.2420539116124	15.6823418524401	33.3801507959051	25.356248056469	0.28	0.0682908330018837	0.9968817752678	113.786314077313
control.24	0.419591977887901	29.4520876073088	1.7237569397206	6.72587496625264	33.8559587749456	15.3868672982051	7.76834897143266	0.309	0.0600415598236266	1.00700192662263	95.3324865357533
control.25	7.16910529307164	0.470168093404659	1.99868641126503	3.45177464514269	72.3171089089601	34.8624774116962	11.3442710349966	0.131	0.135620704707678	0.991112739358186	131.613591798537
control.26	0	12.8909764926914	0	0.604454123368739	18.5702261431901	8.28108108071712	113.947640024803	0.033	0.267562917627715	0.984463849265934	154.29437786477
