Mixture	Astrocyte	Endothelial	Microglia	MO	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opcBulk_12dpi_CKO_21724_tdTpositive	20.6664973135136	0	0	0	6.20687393589728	51.5981809265527	0.015	0.338035523638317	0.940081853326272	78.4715521759635
opcBulk_12dpi_CKO_21725_tdTpositive	19.9435477149962	0	0	0	11.8845364253195	34.9775125723104	0.0580000000000001	0.194561361563421	0.98013169795256	66.8055967126261
opcBulk_12dpi_CKO_22017_tdTpositive	16.5803368938372	0	0	0	13.7174542178353	48.4417014395163	0.016	0.318911323939308	0.94674832202175	78.7394925511888
opcBulk_12dpi_CKO_22208_tdTpositive	18.398375391963	0	0	0	13.8413165232403	42.2784022479958	0.029	0.246373029878958	0.967468874694869	74.5180941631991
opcBulk_12dpi_CKO_22210_tdTpositive	16.3667769085603	0	0	0	13.2524636594238	42.6244537482905	0.023	0.280840226228718	0.958028118183603	72.2436943162746
opcBulk_12dpi_CKO_22363_tdTpositive	18.152319973668	0	0	0	9.53960916319561	43.2480759559719	0.021	0.292689853721361	0.954514136426713	70.9400050928355
opcBulk_12dpi_CKO_22364_tdTpositive	18.4069638839594	0	0	0	9.34428667282212	46.8538267893232	0.016	0.322405480473376	0.945471949414612	74.6050773461047
opcBulk_12dpi_WT_22056_tdTpositive	17.6273987396372	0	0	0	10.7228984536461	50.5928109989456	0.005	0.54593542459501	0.873567149112703	78.9431081922289
opcBulk_12dpi_WT_22178_tdTpositive	21.7811939950537	0	0	0	9.96682454634385	52.6346077683283	0.00900000000000001	0.456707290435548	0.904331154877116	84.3826263097259
opcBulk_12dpi_WT_22180_tdTpositive	15.7682309249515	0.909215778590591	0	0	10.159837783044	44.6068425487579	0.018	0.30395603645099	0.951063717571344	71.4441270353439
opcBulk_12dpi_WT_22280_tdTpositive	12.0716050400689	0	0	0	15.5259123573008	45.0154279613703	0.018	0.304565419932319	0.950923938646382	72.6129453587399
opcBulk_12dpi_WT_22281_tdTpositive	17.3239355883159	0	0	0	10.2689028594253	50.866856033474	0.015	0.33088871876301	0.94250257049209	78.4596944812152
opcBulk_150dpi_Tumor_16713_tdTpositive	17.0393845453123	0	0	0	0	105.099847157186	0.091	0.135286514319866	1.02177205979882	122.139231702498
opcBulk_150dpi_Tumor_16839_tdTpositive	23.6599296483384	0	0	0	3.39641627647594	52.0504925924264	0.312	0.0318599361145005	1.03301493081547	79.1068385172408
opcBulk_150dpi_Tumor_16840_tdTpositive	19.0208604410882	0.0482988163706012	0.773974160813863	0	5.83735170802952	41.1614538792854	0.127	0.0989805927566734	1.00974806431777	66.8419390055875
opcBulk_150dpi_Tumor_16844_tdTpositive	26.5474781444159	0.229569934787334	1.81876791984399	0	15.1622661245332	62.2751378109054	0.123	0.103581326005443	1.00628423485483	106.033219934486
opcBulk_150dpi_Tumor_21256_tdTpositive	35.5664176474676	0.297002862804534	0	0	11.5490546951225	71.498369768308	0.227	0.0509181541269886	1.02154590744322	118.910844973703
opcBulk_150dpi_Tumor_21349_tdTpositive	20.5628831494703	0.616070662376073	1.24174411553065	0	0.843813051394909	25.9052383368223	0.242	0.0478193371081543	1.01547308776185	49.1697493155942
opcBulk_150dpi_Tumor_21354_tdTpositive	32.9126815658053	0.171728104641926	3.09426976937783	0	1.29631862400054	48.5376795469635	0.0610000000000001	0.184343987038948	0.98378461392056	86.0126776107891
opcBulk_150dpi_WT_21590_tdTpositive	16.3563680084204	0	0	0	11.6276511756165	42.1266701626327	0.031	0.239770752937534	0.969628905087797	70.1106893466696
opcBulk_150dpi_WT_21591_tdTpositive	16.50225297911	0	0	0	6.86115730901232	44.2110046630304	0.052	0.199988058479077	0.982893504193284	67.5744149511527
opcBulk_150dpi_WT_21592_tdTpositive	16.4465959914018	0	0	0	12.7430230337169	38.2052587674184	0.081	0.149121859602447	0.993067003044176	67.3948777925372
opcBulk_150dpi_WT_21593_tdTpositive	21.0353037012543	0	0	0	9.8949697393944	44.4275853106504	0.016	0.307935785356961	0.95041598199437	75.3578587512991
opcBulk_150dpi_WT_22062_tdTpositive	16.7407404152483	0	0	0	11.6937053556666	35.8201579624681	0.0580000000000001	0.195380410095849	0.980712858672755	64.254603733383
opcBulk_150dpi_WT_22064_tdTpositive	20.4566667617883	0	0	0	8.56734206157271	41.6113156357115	0.024	0.277335202201499	0.959019094427521	70.6353244590725
opcBulk_90dpi_CKO_20642_tdTpositive	15.359941346451	0	0	0	13.9188843280807	50.2077780254761	0.017	0.304983906315851	0.950687453721067	79.4866037000078
opcBulk_90dpi_CKO_20647_tdTpositive	14.595313638698	0	0	0	11.3110826697837	43.6877019832617	0.016	0.319343056988369	0.946398596192709	69.5940982917434
opcBulk_90dpi_CKO_22146_tdTpositive	15.6801291936156	0	0	0	12.0470757521393	42.034310577593	0.035	0.229089684904811	0.972671358507969	69.7615155233479
opcBulk_90dpi_CKO_22149_tdTpositive	18.1921474892261	0.387702917384026	0	0	11.7400389070511	48.8255142742914	0.024	0.278859803559151	0.958522622096052	79.1454035879527
opcBulk_90dpi_CKO_22152_tdTpositive	19.9498523605469	0	0	0	13.1725860685557	35.6784939828311	0.0610000000000001	0.185019268516065	0.982330958753722	68.8009324119337
opcBulk_90dpi_CKO_22154_tdTpositive	17.9967856561244	0	0	0	10.3596380747081	46.1776465078128	0.033	0.231918367623299	0.972237523314035	74.5340702386453
opcBulk_90dpi_CKO_22212_tdTpositive	19.2704631699517	0	0	0	14.2385487654272	43.9597289628189	0.072	0.156660399813781	0.991132086095293	77.4687408981978
