Mixture	Astrocyte	Endothelial	Microglia	MO	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opcBulk_12dpi_CKO_21724_tdTpositive	12.0450075531605	6.58693149860333	0	3.97126112144986	7.41187535542783	22.8745766406069	0.014	0.431924737669013	0.932143066523407	52.8896521692484
opcBulk_12dpi_CKO_21725_tdTpositive	12.1699354103392	2.8688890164563	0	1.81115587179455	10.923091541266	19.1195443956293	0.0600000000000001	0.236444348293748	0.97933065773445	46.8926162354853
opcBulk_12dpi_CKO_22017_tdTpositive	12.5234005862272	6.29069383647541	0	2.84003798708496	12.5931263696731	19.9277861059787	0.015	0.406363243458562	0.95147012676749	54.1750448854394
opcBulk_12dpi_CKO_22208_tdTpositive	13.2953841907179	6.11246611708036	0	2.14372909516342	11.337269407122	19.7811614822912	0.032	0.320998617538226	0.969091656193839	52.6700102923749
opcBulk_12dpi_CKO_22210_tdTpositive	11.2382697915633	5.59817194900019	0	2.75656570086426	7.21029568113988	22.4712899428786	0.026	0.340559863983816	0.958803690185838	49.2745930654462
opcBulk_12dpi_CKO_22363_tdTpositive	12.725629127892	4.01660754669249	0	3.42512300499549	6.04812649258547	23.5211226346407	0.02	0.357937284708455	0.949937276068428	49.7366088068062
opcBulk_12dpi_CKO_22364_tdTpositive	14.5214573444966	8.32549812327096	0	2.87042522575798	7.80627082262198	21.3661569304001	0.015	0.404627497221778	0.951274349281826	54.8898084465477
opcBulk_12dpi_WT_22056_tdTpositive	15.0235511844309	4.22513889166703	0	6.79901956708497	6.01378632706272	21.8500985054322	0.001	0.688874418032703	0.815732316502323	53.9115944756779
opcBulk_12dpi_WT_22178_tdTpositive	13.382365258506	5.30354059233492	0	5.41470577680604	7.92044759947593	24.6561266281508	0.003	0.588505043416381	0.879595941433319	56.6771858552737
opcBulk_12dpi_WT_22180_tdTpositive	13.1727801641472	7.03014617072985	0	2.91910233452627	9.94742869512896	15.9615818499385	0.018	0.385134460779774	0.949987014378021	49.0310392144708
opcBulk_12dpi_WT_22280_tdTpositive	8.85210310427611	3.99258829510129	0	3.00117378856053	11.419283646865	19.9885747487828	0.014	0.420044199463197	0.942101154298534	47.2537235835858
opcBulk_12dpi_WT_22281_tdTpositive	14.0048198669687	5.72660466381968	0	3.5570735417545	9.79496480313116	18.0572888600357	0.013	0.447568438004512	0.933086354418472	51.1407517357097
opcBulk_150dpi_Tumor_16713_tdTpositive	12.0146979293673	1.60947853390317	0	4.58031155448693	0	40.4903531681498	0.013	0.450956727481042	0.926153988082304	58.6948411859073
opcBulk_150dpi_Tumor_16839_tdTpositive	14.1295430068127	0.304717345395059	0	0.119890255921034	0.515764645272478	24.9266702089081	0.004	0.58653620977304	0.982999009061478	39.9965854623094
opcBulk_150dpi_Tumor_16840_tdTpositive	13.9941668866414	4.39844346273339	0	0.738512104235913	0	34.2258740293218	0.014	0.407349909048347	0.979094624529771	53.3569964829325
opcBulk_150dpi_Tumor_16844_tdTpositive	17.8627389287391	7.92762562136676	0.554425571146058	1.18285094156686	5.03032581013873	33.853263473758	0.02	0.358290898918125	0.978692890172248	66.4112303467155
opcBulk_150dpi_Tumor_21256_tdTpositive	14.3911677334245	0.742661170991019	0	0.32334121742547	3.48336178035314	37.9104898807128	0.005	0.544286791124855	0.982027636583833	56.851021782907
opcBulk_150dpi_Tumor_21349_tdTpositive	7.72959930237319	6.14914002398422	0	0.249605164396879	0.176291744552333	19.6635154501269	0.02	0.36005358658831	0.980427060489539	33.9681516854335
opcBulk_150dpi_Tumor_21354_tdTpositive	18.0453841153486	8.03598816933622	0	2.24349724867335	0.0478885145429629	28.5384676364061	0.02	0.368045896612094	0.963922141284772	56.9112256843073
opcBulk_150dpi_WT_21590_tdTpositive	8.92832051038144	4.09154586208834	0	2.46527099012056	8.30768404277221	22.6400753258825	0.026	0.339758347532827	0.960463320538878	46.4328967312451
opcBulk_150dpi_WT_21591_tdTpositive	12.5811488344665	2.29128419092816	0	2.10089327177692	3.15253145659976	23.4911050365684	0.073	0.214229865821832	0.979114795157731	43.6169627903397
opcBulk_150dpi_WT_21592_tdTpositive	13.2514643289604	0.98220316775193	0	1.7054954363005	4.86209940671931	22.5183265322494	0.082	0.199650242451974	0.98292150622161	43.3195888719815
opcBulk_150dpi_WT_21593_tdTpositive	13.1492692005153	6.71811181455713	0	3.40374534590724	2.50743907810689	27.5898477334429	0.019	0.375268622293947	0.949014006222478	53.3684131725294
opcBulk_150dpi_WT_22062_tdTpositive	9.46901499911209	6.63690224299622	0	2.0151430286217	5.27401399154587	22.4794818063871	0.0590000000000001	0.23879850299915	0.976758859747182	45.874556068663
opcBulk_150dpi_WT_22064_tdTpositive	12.1710355037421	3.71586166529767	0	3.43576313561819	4.37526077668689	24.130808329529	0.021	0.352036358041808	0.949644522854618	47.8287294108739
opcBulk_90dpi_CKO_20642_tdTpositive	12.1517229745193	3.61200012713237	0	3.76725641677932	9.08229514522672	23.1858706844051	0.015	0.398322680879573	0.940499271368566	51.7991453480628
opcBulk_90dpi_CKO_20647_tdTpositive	11.9152177034307	4.73138992122652	0	3.48265732317508	3.43145808900067	23.0969136712354	0.014	0.427793906024668	0.933284541461789	46.6576367080684
opcBulk_90dpi_CKO_22146_tdTpositive	9.43117774984886	4.7355749504565	0	2.12582744537956	10.4492403078045	18.856207909618	0.039	0.309849856678231	0.96755628266524	45.5980283631075
