symbol	Astrocyte	Endothelial	Microglia	MO	Neuron	OPC
Ugt8a	1.51722005810334	1	1	1988.67637362513	9.78723265339059	283.931925361142
Cdk18	1	1	10.0715462812423	109.172410341341	3.35730099327046	1.37960130684371
Gamt	43.7848720849783	30.2009208640958	22.6734315638597	881.250744828609	21.6333487563662	20.6271371790024
Map6d1	4.14825093948068	1	2.56603425435312	267.594533010146	5.05298889110145	31.6462081275366
Cryab	25.2266547148293	24.203476298249	14.7466824362518	1818.65332914574	103.156079814985	135.558656472339
Prr18	12.8766654106477	20.3133313452317	7.42299580007811	637.489915511604	37.9146506995104	33.3444843771766
Reln	6.04239191601164	2.28478040687947	1	1	4354.50489140393	1.7616986457652
Snhg11	2.86410149374344	1.39380909278961	6.75888655066605	2.64331696120792	1567.19940761067	7.01101579311251
Trp73	1.05627758987836	1	1	1	374.001751561583	1
Nhlh2	1	1	1	1	343.689238622144	1
Slc17a6	1	1	1	1	320.306170095064	1
Sst	10.2966994565337	9.18527051309477	6.99132729249973	13.9480652354776	3628.16097550881	17.0247199069344
Dlx1	3.18043586271984	1	1	1.16416365537033	310.455357530558	1.05954647211655
Islr2	1.88952286675148	6.13438851523852	1.51399827906817	3.33532136804021	701.385793728753	4.41590132354039
Nxph4	1	4.45868856479743	1	1	364.359453759336	2.03883723957836
Npy	3.41802370979832	7.51625208165429	5.23415214577038	10.8116971723239	3322.63884131523	60.414439958323
Ebf3	1	1	3.89723315513712	1	275.998538514886	1
5330417C22Rik	1	1	1	1	179.293565672806	1.24941548272099
Dlx6os1	1	1	1	1	164.448694760571	1
Lhx5	1	1	1	1	158.786998513639	1
Mab21l1	1.23844811960296	1	1	1	161.936291060541	1.10710583198195
Celf6	1	1	1	1	176.73274583705	2.2815197259242
Igfbpl1	1.9749591278558	1	1	1	167.077723314133	1.07902972236406
Ecel1	1.17452039109975	1	1	1	170.570698975034	2.17078053800107
Clstn2	1	1.21275551687572	1	1	326.430400043338	8.72180718200596
Mrap2	1	1	1	1	123.064834405418	1
Gdf5	1.59116640302747	1	1	1	133.225160186669	1
Dlx1as	1	1	1	1	124.1512572289	1.38349383781282
Grm2	1.03267282417541	1	1.52685074074114	1.6082340339042	188.822890778272	3.23897707893787
Tmem130	1.5115120055256	2.33301930640311	2.28018281707948	4.01128459635888	759.551517392911	24.1292708622054
Npas4	9.95762637121101	1	1.01735506078902	1.0742194362821	425.991978865994	6.28246946767213
Slc32a1	1	1.3058563029284	1.33737954761212	3.01013286266717	249.838643456697	5.04700851396327
Dpysl5	4.98160201215588	1.14143764287684	1.95573503528416	11.1996772103971	527.979443054626	5.66807201336709
Tbr1	1.04243802274483	1	1.91855375555856	2.32495570511426	216.23039959233	4.12819728852536
Dlx2	3.06424746835294	1	1	2.45310865336742	159.136981019753	1
March4	1	1	1	1	112.029322332121	2.2305918736505
Cacna2d2	10.5502772319324	1	1	1	460.87019405947	12.2978577628181
Bcl11a	3.92075551984783	1.02573280312434	1.57817849419513	3.1782929538541	308.765154293182	7.80464587710227
Lhx6	1	3.83930305260255	1	1	110.819689978405	1
Meg3	14.3545860188268	2.12375144854553	34.4126324029913	6.70297552642687	1891.85624477409	77.4398807043258
L1cam	1.55123955939317	1	1.05353313331896	1.18923892174132	310.181849284903	17.9062694734834
Celf4	5.20191561908423	2.04997377495798	5.71330254731761	7.99303991093802	623.419746748721	24.8405170500053
Dync1i1	1.50410383901199	14.7158897088107	2.00208292944101	6.46286207688201	442.905520288268	9.45031918177642
Vstm2l	1	1.85464901101051	6.07279857606331	7.00871931320979	320.388632761735	8.78206475136436
Bhlhe22	1.04297192249025	1	1.10405525991265	1.73620041773836	125.896001225181	4.91621626967193
Nppc	3.76637484092737	1	1	3.67523501643062	154.889098647218	3.29526888923133
Pdgfra	1	1.42162639897065	1	2.42939984530862	45.5034880294725	2723.22462501144
C1ql1	3.04555851689582	1	1.84343148580387	5.58758081864155	42.91496474712	1611.24523670239
Susd5	1	1	1	1	1.34396027248148	115.487881193316
Neu4	1	1	1	16.0299224603429	2.31308486799918	454.269519938036
Matn4	2.468924648537	1	1.81438995933008	61.0684119608908	26.1584891963012	1670.47846857251
3110035E14Rik	1.46770024162395	1.6684401882063	3.93650711672438	22.0534707109955	43.8696786157551	1221.82240164186
Shc4	1	1	1	1.65638950389517	4.09216324994505	133.254632837214
Tnr	3.39884514521061	1	1	16.5394685461459	17.1830685343568	505.754894319366
5730559C18Rik	1.15016767367972	1	1	2.59530435586213	4.87300258762597	129.056042753192
Megf11	1.36099656393256	1	1	1	12.6569951367156	202.273868345536
Dcn	1.00805192669893	2.37762379312257	1.25934505502734	1	6.13508361326865	134.991227976377
Pcdh15	1	1	1	1.66250579146968	12.3301720848443	190.900350529391
Sema3d	1	1	1	7.83899652745603	2.39827958437224	115.862488671061
3632451O06Rik	1.81895952712665	1.02217089730877	1	10.3007140362663	18.6406954391031	278.800223977592
Cspg4	6.33332791138459	12.6328654357686	1	1.06003885967696	44.3403442129158	529.93504268953
Lrrtm3	1	1	1	1.12961730340375	9.59572702088218	108.265455887534
Gpr17	1	1	2.78420329548531	223.792120185074	30.6642148634752	2003.62246615443
Gria3	7.90626299130816	1	1	1.56463174419335	23.2215588983963	250.104293449551
C1ql3	4.71931207547372	1	1	18.4693362768988	11.4065028336543	253.485996664023
Col3a1	1	8.83740373383041	1.28708143815921	1	4.20013190084754	106.112181441193
Chrna4	2.13726465046287	1	1	1	22.6436622780512	170.876333677936
Snx22	10.1741018048543	1	2.71820172360507	6.43193944462157	13.4507879367629	206.180859575197
Nxph1	1.29835560762684	1	1	1.30758799381364	82.4771339413522	468.912395339377
Cacng4	71.4246453929272	1	1.627587492139	5.03884275876261	155.657007653716	1243.98704736286
Dll3	1.17327298478212	1	1	1	20.5266347453086	127.748623753437
Cntn1	7.5568637436282	1.54129193297609	1.02260763660535	68.0414100705224	196.229896450398	1287.89870295567
Sstr1	1	1	1	1	50.0414919771741	249.408798167489
Smoc1	13.8833616748594	1	1	1.15080328990461	35.2483321091485	233.056701204558
Sulf2	6.56368719877626	1.48160961797474	21.0007693184571	170.19497451645	78.3254438775446	1192.75434423782
Lnx1	22.9463959661915	1.29959532446174	1	1.35352149838183	35.799969696756	265.847700172895
Myt1	1	1	1	1.14966373426418	38.6675861203437	174.108548599899
Kcnk1	3.18863134683038	1	1.1854305298577	2.9149581168046	18.7117698534443	108.78608018837
Ncald	43.6491508331051	9.67654161443618	6.75505182246743	28.9374557428734	128.969755039462	870.790453052296
Cdo1	150.142218606949	13.8949764597926	1.3263470512816	3.60014367816018	68.3344948972601	885.265583481487
Dscam	1	1	1	6.09896733722668	45.9847374278286	198.972059271996
Mmp15	51.6117710021484	99.4668670246743	7.29972097634304	19.3828649217965	141.926075391966	1125.75436660695
Vcan	151.58897127976	1	1	5.91636951307328	52.2875812293987	740.18340032694
Slitrk1	1	1	1	1.08139796451258	27.4787322960214	107.135344991571
Emid1	137.85439294778	4.14260522399119	1.19430216519676	1.99197687467724	28.261244789258	550.066828414271
Dll1	9.63778351819329	2.3822352375983	3.11885846699947	9.03419206452135	15.9300112401364	126.789118302118
