Mixture	Astrocyte	Microglia	MO	Pericyte	Neuron	OPC	P-value	Correlation	RMSE	Absolute score (sig.score)
opcBulk_12dpi_CKO_21724_tdTpositive	21.8055182395373	0	8.66979157654981	0	3.35580241145501	48.8170572227931	0.025	0.295106557767961	0.954070882728515	82.6481694503352
opcBulk_12dpi_CKO_21725_tdTpositive	25.8500431547419	0	5.24587746471102	0	2.07113742903287	35.2685375765602	0.094	0.166177875269382	0.984570024529942	68.435595625046
opcBulk_12dpi_CKO_22017_tdTpositive	22.0930557886518	0	5.06967509036182	0	21.3213380321438	34.292975734289	0.035	0.271155473746853	0.967738064871452	82.7770446454464
opcBulk_12dpi_CKO_22208_tdTpositive	13.8482279322271	0	4.90326068347229	0	16.4092195170507	39.4071579345929	0.052	0.231263956633807	0.973165564447006	74.567866067343
opcBulk_12dpi_CKO_22210_tdTpositive	18.178770791755	0	6.89940704938798	0	11.7616407985762	38.48044908086	0.047	0.243162998839255	0.968155221362611	75.3202677205791
opcBulk_12dpi_CKO_22363_tdTpositive	14.2242793435025	0	6.28166061053263	0	20.2157716320052	31.8813634912823	0.036	0.264732106017814	0.963646778476077	72.6030750773227
opcBulk_12dpi_CKO_22364_tdTpositive	15.2588032613203	0	6.21016248076402	0	15.6817036539192	37.5152341910702	0.024	0.300428120331605	0.956327924309796	74.6659035870738
opcBulk_12dpi_WT_22056_tdTpositive	26.4521132526815	0	15.8811433462972	0	5.98949003266718	38.7856244399616	0.00800000000000001	0.44316298339444	0.894526742231997	87.1083710716075
opcBulk_12dpi_WT_22178_tdTpositive	3.87252862297247	0	12.5247859622988	0	17.272746349915	50.4320065110522	0.00900000000000001	0.421007597621086	0.906570220455539	84.1020674462385
opcBulk_12dpi_WT_22180_tdTpositive	39.6952241945011	0	5.74855147531225	0	8.41489394552839	24.3868364986059	0.047	0.243064280337059	0.969983175276369	78.2455061139476
opcBulk_12dpi_WT_22280_tdTpositive	25.6454353639532	0	4.61860274313975	0	16.4845716627925	31.2172049159149	0.037	0.262250489356357	0.96972838955629	77.9658146858003
opcBulk_12dpi_WT_22281_tdTpositive	35.0480446641477	0	6.87570508313245	0	17.794902746746	24.325927116736	0.034	0.275979316496174	0.962047258701249	84.0445796107621
opcBulk_150dpi_Tumor_16713_tdTpositive	10.2506273332267	0	4.14069749241289	8.36919855796405	0	88.2198051142375	0.0649999999999999	0.199483740106245	0.982713538246853	110.980328497841
opcBulk_150dpi_Tumor_16839_tdTpositive	17.1076038747546	0	0.0977737057726883	1.03098908381076	0.82735334815983	63.3976325924866	0.018	0.317255575896655	0.986495847593946	82.4613526049845
opcBulk_150dpi_Tumor_16840_tdTpositive	9.55136898805756	0	1.04341205985905	3.41739282768113	0	52.3879267481809	0.014	0.372546026693597	0.97780679381783	66.4001006237786
opcBulk_150dpi_Tumor_16844_tdTpositive	23.5608504723954	0	1.66551156913304	0.158004990154462	0	72.9229776249464	0.023	0.305415988718848	0.981533198196454	98.3073446566293
opcBulk_150dpi_Tumor_21256_tdTpositive	30.1225151841855	0	0.749032122228964	1.16035863456363	2.82420551145857	80.1196308358707	0.021	0.309640222039309	0.986167675626898	114.975742288307
opcBulk_150dpi_Tumor_21349_tdTpositive	1.57844788525898	0	0.463546330929235	12.7677262130708	0	38.3431525645972	0.019	0.314622220314732	0.985168940728126	53.1528729938563
opcBulk_150dpi_Tumor_21354_tdTpositive	25.4521761224559	0	2.72019889890701	6.54132491561377	0	48.8216691712749	0.041	0.251653350812212	0.979568191104545	83.5353691082516
