symbol	Astrocyte	Microglia	MO	Pericyte	Neuron	OPC
Mag	1.49085476007615	41.0693253951391	6707.74265071505	2.67303544518336	3.72253722937345	22.28354526485
Gjc2	1.29964484019181	1.07934380388665	687.027523629767	1	3.19701731727525	3.25837337082158
Tmem125	1	1	361.075062172302	1	1	1.23763948955988
Ermn	1	1	403.41211737398	1	1	2.41130279551985
Nkx6-2	1	1	178.57099252212	1.38822175136418	1	1
S1pr5	1	1	236.304005799986	1	1.14391923352094	3.0803032371582
Tmem88b	1.45921689451703	1	657.190734945446	1.49099438342776	1.55026215158577	17.1226327361969
Enpp6	1	1	163.273204307061	1.09600392642761	1.39720311501751	2.64954582855582
Cldn14	1	1	105.012849050884	1	1	1
Hapln2	1	1	141.307825617048	3.64223085170924	1	1
Lgi3	13.2226127627386	4.50632462962103	866.214476229227	1.47113689951283	9.76727301276814	22.5157835940277
Cnp	246.402517113131	112.237177793132	15844.5826905195	45.8499745956203	48.7210381266773	533.524187369228
Gpr37	26.5906898326125	1	641.895773769602	2.40668188801698	7.24157402289249	4.95846659258946
Fa2h	1	1	1286.84184553629	1	1.66284675852198	84.7531523281222
Gpr62	1.70395949025761	1.10264715217062	198.572014275271	1	6.07001559606047	4.99831640699046
Gjb1	1	1	603.38010411638	1	1	44.1311751170975
Aspa	32.7596209090232	1	414.306486114572	4.20670924011251	1.25782231787659	2.52596426332602
Plekhb1	77.3691196035557	17.272031838454	6920.7054055731	24.4778323871537	29.7433804672435	590.305612153315
Gsn	16.2752940435192	15.6343900117855	4722.10207348515	224.0008733953	9.5491922213573	274.45857136647
Tspan2	2.29154691468372	1.01920702858016	1849.56848538333	41.8493322636941	56.2268782026322	114.481541797956
Ndrg1	3.82531048379254	7.22644510873623	853.636087962361	53.9329980827633	47.8192509744133	4.35051778747369
Kndc1	1.32202680325203	1	187.953604564082	3.55822690287343	13.8082418149204	6.12372926293061
Lpar1	13.3302464593414	1	459.471839420045	39.7754995465138	2.16315111123995	11.2550210268194
Ugt8a	1.51722005810334	1	1988.67637362513	1.18153867301409	9.78723265339059	283.931925361142
Cdk18	1	10.0715462812423	109.172410341341	1	3.35730099327046	1.37960130684371
Prr18	12.8766654106477	7.42299580007811	637.489915511604	7.53272401444057	37.9146506995104	33.3444843771766
Gamt	43.7848720849783	22.6734315638597	881.250744828609	35.5158644402018	21.6333487563662	20.6271371790024
Map6d1	4.14825093948068	2.56603425435312	267.594533010146	1.06514640470226	5.05298889110145	31.6462081275366
Adssl1	1	20.5332358057816	232.874108036832	10.7282078658746	3.87837457800878	4.67500292199874
Car14	1	1	121.347017740376	19.4515555622783	1	1
Pdlim2	5.47079688027318	17.5806244940434	685.556866568416	101.768292201438	9.05775996230772	7.8536812407743
Adamts4	2.40537335625983	1.11670735842866	204.461595826992	28.5741386379754	5.42262262206731	6.64160293341605
Tmeff2	1.47951000557789	1	608.712567336211	3.75637987551852	31.331642011902	94.5381994243282
Snora65	6.92160669907549	4.0514334755858	1	5146.35123506085	1	3.19347497088977
Acta2	5.45754042023487	1.3902587241218	1	1906.74557378749	1	2.45463780960689
Snord22	23.5202422381837	2.86330778298473	1	6574.83322984016	19.2880935533591	21.5309000307467
Rps23	1.80007620663779	2.99469314034455	2.85297671068066	1608.34504141197	3.59444187930609	5.71829504521841
Rpl34-ps1	1	1	1	430.344095389415	1	1
Abcc9	3.07644597037037	1	1	741.168683837413	1.54772286174093	2.24998130040022
Mylk	1.9372392338604	1	1	510.611637365529	1	1.55238986409515
Hist1h2af	1	1	1	449.24782841303	1.71386129711522	1
Rpl35	1.70740400474418	5.95616495613523	1.48136686745771	1127.53363378619	3.26870599302623	2.11568783777688
Scarna10	1	1	1	385.342492583231	1	1
Myh11	1	1	1	370.971286278668	1	1
Rpl10	2.0495304061225	6.08510560469788	1	871.717111565677	1.64912996712332	2.10574254701159
Gja4	1.82497758600818	1	1	562.815429154398	2.13776849331729	2.61550162912756
Actg2	1	1	1	320.730924217688	1	1
Rpl17	2.39067512087215	1	1	516.689315799294	2.58141172870812	1.30342120339767
Rps16	1.26798237095778	2.08226854314157	1	596.248787232074	3.69022553713736	1.52357460838495
Higd1b	3.27408975124212	1	1	465.606708640848	1.161062010105	1.6294898954951
Scarna2	1	1	1	288.491308308188	1	1
Rps12	1.76915676838587	1.36779996220087	1	361.675256553313	1.37985215778828	1
Enpep	1	1	1	276.109001265273	1	1
Ano1	3.33893765718673	1	1	394.96682547398	1.03401013339492	1.06730178514084
Hist2h2ac	2.18700836038388	2.88969171480707	1.99656367016798	483.380242044428	1.11299027198983	1
Itga1	5.86634524097067	1	1	581.602492458079	1.29689088562085	1.94209605984927
Slc38a11	1	1	1	238.60795734069	1	1
Crispld2	1	1	1	235.187075117422	1.00941911595021	1.14419128576527
Tinagl1	1.0045459030251	1.89789408781791	1	264.65305004815	1	1
Apbb2	31.4514115295973	3.94555824405822	27.1842981321317	4750.5678090715	21.7446817092999	22.8894802973304
Kcnj8	2.80596547031265	1.36453153820284	1	358.963757735945	1.18989631452726	1.81389654782601
Snord15b	2.74095764048116	1	1	548.5831237092	6.76758010554049	1
Hist1h2ak	1	1	1	217.933785386225	1	1
Itga4	1	1	1	224.286902386106	1	1.23288424008674
Ttr	1	2.73895183304852	1	566.523828279378	7.50415406974207	1
Snord15a	1	1	1	425.985391673955	4.42510835486333	2.77649817457193
Cd248	3.83386764192417	1.10715671461321	1	895.869406551239	1.91104177980319	13.7556918481692
Sumo2	1	1	1	201.042758198769	1	1
Rpl12	4.00079127431072	3.0910886900081	1	572.676777500197	4.9772908103323	1.81645266604617
Tbx2	1.89522353822675	1	1	293.82406852263	2.66647536837865	1.16368368952476
Aplnr	2.24583820744696	1.31652508235775	1	250.720602412775	1.04540609611961	1
Art3	9.21616510356747	1	1	664.975392021031	4.97756581439444	1.8735888878197
Hist1h1b	1.40635835935316	1	1	198.394276784516	1	1
Reln	6.04239191601164	1	1	2.85467523248716	4354.50489140393	1.7616986457652
Trp73	1.05627758987836	1	1	1	374.001751561583	1
Sst	10.2966994565337	6.99132729249973	13.9480652354776	1	3628.16097550881	17.0247199069344
Nhlh2	1	1	1	1	343.689238622144	1
Slc17a6	1	1	1	1	320.306170095064	1
Snhg11	2.86410149374344	6.75888655066605	2.64331696120792	5.86491592649757	1567.19940761067	7.01101579311251
Islr2	1.88952286675148	1.51399827906817	3.33532136804021	4.37283886907462	701.385793728753	4.41590132354039
Npy	3.41802370979832	5.23415214577038	10.8116971723239	2.9085244786907	3322.63884131523	60.414439958323
5330417C22Rik	1	1	1	1	179.293565672806	1.24941548272099
Dlx6os1	1	1	1	1	164.448694760571	1
Lhx5	1	1	1	1	158.786998513639	1
Celf6	1	1	1	1	176.73274583705	2.2815197259242
Igfbpl1	1.9749591278558	1	1	1.04354631454286	167.077723314133	1.07902972236406
Ecel1	1.17452039109975	1	1	1	170.570698975034	2.17078053800107
Mab21l1	1.23844811960296	1	1	2.03708831971392	161.936291060541	1.10710583198195
Mrap2	1	1	1	1	123.064834405418	1
Gdf5	1.59116640302747	1	1	1	133.225160186669	1
Dlx1	3.18043586271984	1	1.16416365537033	6.66233114358202	310.455357530558	1.05954647211655
Tmem130	1.5115120055256	2.28018281707948	4.01128459635888	1	759.551517392911	24.1292708622054
Grm2	1.03267282417541	1.52685074074114	1.6082340339042	1	188.822890778272	3.23897707893787
Npas4	9.95762637121101	1.01735506078902	1.0742194362821	1	425.991978865994	6.28246946767213
Slc32a1	1	1.33737954761212	3.01013286266717	1	249.838643456697	5.04700851396327
Dlx1as	1	1	1	1.29120033257655	124.1512572289	1.38349383781282
Tbr1	1.04243802274483	1.91855375555856	2.32495570511426	2.47675811552265	216.23039959233	4.12819728852536
Dync1i1	1.50410383901199	2.00208292944101	6.46286207688201	5.07045727590926	442.905520288268	9.45031918177642
Dlx2	3.06424746835294	1	2.45310865336742	1.28268948218918	159.136981019753	1
Cacna2d2	10.5502772319324	1	1	4.40207194218634	460.87019405947	12.2978577628181
Ebf3	1	3.89723315513712	1	10.7441784013557	275.998538514886	1
Bcl11a	3.92075551984783	1.57817849419513	3.1782929538541	4.9844402711406	308.765154293182	7.80464587710227
Stmn2	17.1774222290212	13.6509032878505	31.6088010667063	34.1742851948016	1995.80270682473	42.7416468265124
March4	1	1	1	2.6374271114565	112.029322332121	2.2305918736505
Vstm2l	1	6.07279857606331	7.00871931320979	1	320.388632761735	8.78206475136436
Celf4	5.20191561908423	5.71330254731761	7.99303991093802	3.71415821543142	623.419746748721	24.8405170500053
L1cam	1.55123955939317	1.05353313331896	1.18923892174132	3.71327334606268	310.181849284903	17.9062694734834
Nppc	3.76637484092737	1	3.67523501643062	1	154.889098647218	3.29526888923133
Synpr	2.6422969041159	1	7.84436319583344	1	211.933003637952	5.26186890064865
Dpysl5	4.98160201215588	1.95573503528416	11.1996772103971	22.2200326149629	527.979443054626	5.66807201336709
Syt1	3.94221238473166	2.89069353059191	10.2836812090391	5.04344906722419	633.557105835586	38.5157884303041
Tubb3	10.2187771577451	13.7452437237443	56.3250452228235	22.2252753128054	1700.12726270485	61.7921052973832
Cpne7	1	2.31340553304415	1.02946750636763	1	123.30675830603	7.04494099688504
Pdgfra	1	1	2.42939984530862	33.2115718283794	45.5034880294725	2723.22462501144
C1ql1	3.04555851689582	1.84343148580387	5.58758081864155	5.19230667628251	42.91496474712	1611.24523670239
Neu4	1	1	16.0299224603429	1.25620379280494	2.31308486799918	454.269519938036
Matn4	2.468924648537	1.81438995933008	61.0684119608908	8.06096739605267	26.1584891963012	1670.47846857251
3110035E14Rik	1.46770024162395	3.93650711672438	22.0534707109955	9.15338283146957	43.8696786157551	1221.82240164186
5730559C18Rik	1.15016767367972	1	2.59530435586213	1.08246393717497	4.87300258762597	129.056042753192
Tnr	3.39884514521061	1	16.5394685461459	6.44335442017424	17.1830685343568	505.754894319366
Pcdh15	1	1	1.66250579146968	3.64923278538869	12.3301720848443	190.900350529391
Megf11	1.36099656393256	1	1	5.26324851783931	12.6569951367156	202.273868345536
Shc4	1	1	1.65638950389517	9.19165715144487	4.09216324994505	133.254632837214
Sema3d	1	1	7.83899652745603	2.64211665653831	2.39827958437224	115.862488671061
Gpr17	1	2.78420329548531	223.792120185074	16.2620172277799	30.6642148634752	2003.62246615443
C1ql3	4.71931207547372	1	18.4693362768988	1.00939350777962	11.4065028336543	253.485996664023
Gria3	7.90626299130816	1	1.56463174419335	4.96584838673824	23.2215588983963	250.104293449551
3632451O06Rik	1.81895952712665	1	10.3007140362663	13.016297127921	18.6406954391031	278.800223977592
Lrrtm3	1	1	1.12961730340375	4.84459415072774	9.59572702088218	108.265455887534
Nxph1	1.29835560762684	1	1.30758799381364	1.02247924658481	82.4771339413522	468.912395339377
Dll3	1.17327298478212	1	1	1	20.5266347453086	127.748623753437
Cacng4	71.4246453929272	1.627587492139	5.03884275876261	24.0314416102544	155.657007653716	1243.98704736286
Sstr1	1	1	1	1	50.0414919771741	249.408798167489
Hba-a2	1	60.2725199539325	135.418623917208	46.2861075396792	566.356036325251	3717.06112394033
Chrna4	2.13726465046287	1	1	11.3187220694232	22.6436622780512	170.876333677936
Cntn1	7.5568637436282	1.02260763660535	68.0414100705224	14.3703223104364	196.229896450398	1287.89870295567
Lnx1	22.9463959661915	1	1.35352149838183	5.87578642853492	35.799969696756	265.847700172895
Sulf2	6.56368719877626	21.0007693184571	170.19497451645	29.9567579671543	78.3254438775446	1192.75434423782
Smoc1	13.8833616748594	1	1.15080328990461	10.693440639431	35.2483321091485	233.056701204558
Cdo1	150.142218606949	1.3263470512816	3.60014367816018	13.7052436398936	68.3344948972601	885.265583481487
Kcnk1	3.18863134683038	1.1854305298577	2.9149581168046	3.3208709787988	18.7117698534443	108.78608018837
Myt1	1	1	1.14966373426418	7.27703090130116	38.6675861203437	174.108548599899
Dscam	1	1	6.09896733722668	2.44437942370544	45.9847374278286	198.972059271996
Slitrk1	1	1	1.08139796451258	1.64731167757983	27.4787322960214	107.135344991571
Susd5	1	1	1	31.1180549251428	1.34396027248148	115.487881193316
S100a4	20.4899995089157	18.8591223189017	3.66421763114596	1.8584357323661	4.93948160698477	161.539831552486
S100a1	247.337072942156	54.9576381528339	249.041504943337	40.1883423086715	40.33705610754	1964.63886918742
Vcan	151.58897127976	1	5.91636951307328	38.0847426209364	52.2875812293987	740.18340032694
Alas2	1.8282301918305	17.0284278076734	37.6141819767728	15.7398830333031	53.6321197814501	374.06019155174
Ncald	43.6491508331051	6.75505182246743	28.9374557428734	87.1646216987172	128.969755039462	870.790453052296
Gpt2	110.912822726259	10.48399383986	29.2681470582269	16.6791661791504	45.5428290311475	626.888318444691
Rlbp1	176.802881290989	1.83980686063789	3.71232603984205	10.761204478339	46.6814794952536	698.042146081405
Sh3bp4	11.9159730977716	2.29919922865083	17.1255850394872	73.1910377029757	36.8880553952676	409.033090286754
