symbol	Astrocyte	Endothelial	Microglia	MO	Neuron	OPC
0610009B22Rik	44.7254587489014	43.4810635986776	7.1926070287995	48.6253013216775	48.4891603109419	56.543806390156
0610009O20Rik	80.5638874469465	64.227174102845	72.9095434748776	39.1069557179776	51.3910227325042	74.3436737515068
0610010F05Rik	25.3961923281362	21.3042608615293	1.75698192442524	13.2437302442526	66.9609408458599	23.5871918069873
0610010K14Rik	53.4561868303228	168.123239561294	139.045851660502	49.1650702384007	107.338722069443	89.5525208473485
0610012G03Rik	38.6218931824592	63.222733647823	62.0852803530672	50.368067561356	71.6942907067591	63.7302569614824
0610030E20Rik	26.1771335270135	4.82351653532682	6.45959073217428	3.39856529850778	16.1829947833369	14.2128464969376
0610037L13Rik	94.3001310809478	79.3092299605308	35.9713301624426	29.6730459979118	48.5481269253308	63.1208597853325
0610040J01Rik	68.2044496527887	0.465550265327113	127.709815698942	14.8188215435294	6.94728733014891	77.7181020100891
1110004E09Rik	28.5881678407381	42.1674361957463	7.5685217418885	15.2209117275671	49.2040207574741	36.0572023473994
1110004F10Rik	111.695946521597	127.224316047071	34.1045075025439	79.0203948144943	247.695498737406	167.815317091703
1110008F13Rik	214.188288362116	193.765433802089	140.821756205951	128.995906520846	180.920953777413	175.691584928877
1110008L16Rik	13.7199325361106	16.5332478726204	2.28283481302685	3.05899379138058	7.98423562410771	9.92400523937432
1110008P14Rik	32.5663230092521	37.4744410916881	26.8736186517776	87.2316443365523	103.533540861522	59.7732324684907
1110012L19Rik	23.4274531517834	40.4304271291021	7.66679241654668	20.7024140256033	29.1270614017021	23.7108680426113
1110017D15Rik	7.98235984470682	1.60705948663777	1.91323318415126	0.830408165812611	6.3426407154277	2.34692214808538
1110032A03Rik	15.5706611900088	19.3820552301272	11.3490585168324	50.4961750362689	17.7742282226123	28.9576309380502
1110032F04Rik	17.5625500138962	0.361931178560993	0.299355227059397	0.730703927092601	5.06334249441254	5.61562922662652
1110034G24Rik	25.4813911053771	110.110664478575	13.0865786786836	7.5216002814972	15.0146571003103	17.187461850167
1110038F14Rik	66.3429634531944	49.9552179441968	18.9470002013331	22.8642710979904	37.3566724003098	54.101439741679
1110051M20Rik	41.101893949324	18.465911505427	12.0110051466529	44.5965873743781	97.1681178831317	67.5940619134941
1110059E24Rik	46.1824809237687	56.0388756928871	8.21663502515926	13.4803813551901	30.6729723508472	30.1771482403043
1110059G10Rik	8.35201570097992	13.9374123123689	2.22292634647913	4.28426417981921	10.4353166759618	8.72373567038252
1110065P20Rik	85.1689318212798	89.0269373324221	37.6766057789096	150.00873177823	144.871990480751	121.04755074489
1190002N15Rik	23.8786940376814	8.67219315707031	3.48595620762443	16.1044469204764	103.775581806712	39.8654523720234
1190005I06Rik	16.1287710304391	1.24530022538659	3.68655289929171	12.3677637643032	13.4585368753234	6.90450224718814
1190007I07Rik	6.48796689152987	11.3204689257836	4.67429348162827	3.24172055017015	5.91275424444726	6.4225082755314
1300017J02Rik	0.492336187465842	0.361931178560993	0.277193598832721	0.335715811037443	0.514969777642542	0.982560203931878
1500009C09Rik	191.83922870191	2.99091239614519	12.742408176533	31.6818133033077	97.2415062261435	126.555138877443
1500009L16Rik	9.95326037692258	3.14535566866074	1.141517889193	3.09468038209386	153.83109994182	13.8288759068529
1500011B03Rik	62.1324034490681	41.5922352605624	13.8470343696573	140.205350022327	234.373549871056	109.824987113626
1500011K16Rik	39.5056538707269	59.3113216852436	41.5751507987166	41.9141827940288	40.6869433295908	53.3637243437803
1500015O10Rik	0.961370103178926	2.11827822807571	0.277193598832721	0.335715811037443	1.03679637787439	0.45932571398352
1600002H07Rik	12.6962425183223	5.84856173234423	3.74631168129606	3.8741822808998	15.4880816911416	8.28304264268522
1600002K03Rik	14.8490292699545	7.07824100806413	22.0717052372467	12.147060832969	9.52173711678395	18.3086709069864
1600012H06Rik	62.0189593447522	23.0865402799879	12.4412595068891	26.6228983181521	42.3482641556034	35.6049615429685
1600014C10Rik	7.18159226756019	16.8453121733993	22.2868351893008	3.94024611677481	18.9258293878655	13.8363492671273
1600014C23Rik	6.9604988558549	0.361931178560993	0.277193598832721	0.432532893782531	0.514969777642542	1.47534447341479
1600015I10Rik	0.492336187465842	0.361931178560993	0.277193598832721	0.335715811037443	0.514969777642542	0.431611913046786
1600029O15Rik	0.492336187465842	0.361931178560993	0.277193598832721	0.335715811037443	6.08379888124234	0.431611913046786
1700001C02Rik	1.12912135065323	0.367068791640666	0.277193598832721	0.335715811037443	0.542731798355252	0.431611913046786
1700001C19Rik	0.492336187465842	4.96760314716784	2.4627293007653	0.335715811037443	0.514969777642542	0.431611913046786
1700001F09Rik	0.492336187465842	0.361931178560993	0.277193598832721	0.335715811037443	0.514969777642542	0.431611913046786
1700001J03Rik	1.47753043875624	0.410386524746739	0.277193598832721	0.335715811037443	0.514969777642542	0.431611913046786
1700001J11Rik	1.0050107828359	1.85682638330682	0.310679971539708	0.335715811037443	0.96546276427535	1.00639597182989
1700001K19Rik	0.492336187465842	0.361931178560993	0.277193598832721	0.335715811037443	0.777954543689035	0.431611913046786
1700001L19Rik	1.04280004690484	0.426850774059478	0.351981817765784	0.637032501496934	7.88001604050841	0.831196064085936
1700001O22Rik	10.4060521218112	2.79750180328988	0.757683754985349	2.38719120333449	3.52300609311038	6.26624318241281
1700001P01Rik	0.492336187465842	1.24949500774612	0.277193598832721	10.7150297908287	0.964296357728989	6.92825816688223
1700003E16Rik	1.87235698261354	0.361931178560993	4.62378465001697	3.85127639111272	12.2842693153074	1.84868446208113
